disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Gerd,Stomach Pain,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Nausea,Fatigue +  Weight Loss,"Diabetes , Hepatitis C, Malaria",Rash Pattern
Gerd,Stomach Pain,Acidity,Vomiting,Cough,Chest Pain,Nausea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Fungal Infection, Hepatitis B",Cbc Test
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Cough,Chest Pain,Nausea,Vomiting +  Breathlessness,"Heart Attack, Impetigo, Aids",Pcr Confirmation
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Chest Pain,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Peptic Ulcer Diseae, Malaria",Chest Pain Pattern
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Nausea,Vomiting +  Fatigue,"Hypoglycemia, Varicose Veins, Hepatitis E",Oxygen Saturation
Gerd,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Heart Attack, Impetigo",Oxygen Saturation
Gerd,Stomach Pain,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Nausea,Vomiting +  Sunken Eyes,"Gastroenteritis, Common Cold, Gerd",Breathlessness
Gerd,Stomach Pain,Acidity,Vomiting,Cough,Chest Pain,Nausea,Joint Pain +  Vomiting,"Hepatitis A, Allergy",Inflammatory Markers
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Cough,Chest Pain,Nausea,Itching +  Skin Rash,"Fungal Infection, Allergy, Hepatitis B",Breathlessness
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Chills +  Vomiting,"Typhoid, (Vertigo) Paroymsal  Positional Vertigo, Paralysis (Brain Hemorrhage)",Cbc Test
Chronic Cholestasis,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Yellowing Of Eyes,Joint Pain +  Neck Pain,"Osteoarthristis, Dengue, Malaria",Platelet Count
Chronic Cholestasis,Itching,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Yellowing Of Eyes,Continuous Sneezing +  Shivering,"Allergy, Hepatitis C, Cervical Spondylosis",Rash Pattern
Chronic Cholestasis,Itching,Vomiting,Nausea,Loss Of Appetite,Abdominal Pain,Yellowing Of Eyes,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Urinary Tract Infection",Cbc Test
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Loss Of Appetite,Abdominal Pain,Yellowing Of Eyes,Skin Rash +  High Fever,"Impetigo, Drug Reaction, Bronchial Asthma",Platelet Count
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Abdominal Pain,Yellowing Of Eyes,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Typhoid, Cervical Spondylosis",Breathlessness
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Itching +  Skin Rash,"Drug Reaction, Tuberculosis, Psoriasis",Platelet Count
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Alcoholic Hepatitis, Bronchial Asthma",Platelet Count
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Fatigue +  Cramps,"Varicose Veins, Fungal Infection, Hypothyroidism",Oxygen Saturation
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Fatigue +  Weight Loss,"Diabetes , Malaria, Acne",Travel History
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Paralysis (Brain Hemorrhage), (Vertigo) Paroymsal  Positional Vertigo",Inflammatory Markers
Drug Reaction,Itching,Stomach Pain,Burning Micturition,Spotting  Urination,Headache,Nausea,Chills +  Fatigue,"Pneumonia, Hepatitis E, Bronchial Asthma",Breathlessness
Drug Reaction,Itching,Skin Rash,Burning Micturition,Spotting  Urination,Headache,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hepatitis B, Jaundice",Oxygen Saturation
Drug Reaction,Itching,Skin Rash,Stomach Pain,Spotting  Urination,Headache,Nausea,Headache +  Chest Pain,"Hypertension , Hepatitis E, Hypothyroidism",Pcr Confirmation
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Headache,Nausea,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Gastroenteritis, Chicken Pox",Pcr Confirmation
Drug Reaction,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Headache,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hyperthyroidism, Chronic Cholestasis",Cbc Test
Drug Reaction,Itching,Stomach Pain,Burning Micturition,Spotting  Urination,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Diabetes , Aids",Platelet Count
Drug Reaction,Itching,Skin Rash,Stomach Pain,Spotting  Urination,Headache,Nausea,Fatigue +  Yellowish Skin,"Hepatitis C, Hyperthyroidism, Drug Reaction",Chest Pain Pattern
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Headache,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Tuberculosis, Hypertension",Oxygen Saturation
Peptic Ulcer Diseae,Vomiting,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Nausea,Fatigue +  Yellowish Skin,"Hepatitis C, Hypoglycemia, Common Cold",Pcr Confirmation
Peptic Ulcer Diseae,Vomiting,Indigestion,Abdominal Pain,Passage Of Gases,Internal Itching,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Hepatitis C, Heart Attack",Breathlessness
Peptic Ulcer Diseae,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Nausea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dengue, Hyperthyroidism",Platelet Count
Peptic Ulcer Diseae,Vomiting,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Nausea,Chills +  Vomiting,"Malaria, Diabetes , Dimorphic Hemmorhoids(Piles)",Platelet Count
Peptic Ulcer Diseae,Vomiting,Indigestion,Abdominal Pain,Passage Of Gases,Internal Itching,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Hepatitis D, Urinary Tract Infection",Oxygen Saturation
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Passage Of Gases,Internal Itching,Nausea,Chills +  Vomiting,"Typhoid, Hepatitis C, Peptic Ulcer Diseae",Pcr Confirmation
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Internal Itching,Nausea,Vomiting +  Fatigue,"Tuberculosis, Dengue, Impetigo",Travel History
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Nausea,Fatigue +  Weight Loss,"Diabetes , Varicose Veins, Tuberculosis",Platelet Count
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Headache +  Chest Pain,"Hypertension , Dimorphic Hemmorhoids(Piles), Gastroenteritis",Inflammatory Markers
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Fatigue +  Cramps,"Varicose Veins, Hepatitis A, Jaundice",Symptom Duration
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, Common Cold, Drug Reaction",Breathlessness
Aids,Patches In Throat,High Fever,Extra Marital Contacts,High Fever,Headache,Nausea,Headache +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Pneumonia, Hypoglycemia",Cbc Test
Aids,Muscle Wasting,High Fever,Extra Marital Contacts,High Fever,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Hypertension , Jaundice",Breathlessness
Aids,Muscle Wasting,Patches In Throat,Extra Marital Contacts,High Fever,Headache,Nausea,Chills +  Fatigue,"Pneumonia, Aids, Arthritis",Chest Pain Pattern
Aids,Muscle Wasting,Patches In Throat,High Fever,High Fever,Headache,Nausea,Itching +  Fatigue,"Hepatitis B, Allergy, Varicose Veins",Symptom Duration
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Vomiting +  Anxiety,"Hypoglycemia, Drug Reaction, Fungal Infection",Travel History
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Typhoid, Gerd",Oxygen Saturation
Aids,Patches In Throat,High Fever,Extra Marital Contacts,High Fever,Headache,Nausea,Itching +  Vomiting,"Jaundice, Fungal Infection, Malaria",Breathlessness
Aids,Muscle Wasting,High Fever,Extra Marital Contacts,High Fever,Headache,Nausea,Itching +  Skin Rash,"Chicken Pox, Migraine, Dimorphic Hemmorhoids(Piles)",Inflammatory Markers
Aids,Muscle Wasting,Patches In Throat,High Fever,High Fever,Headache,Nausea,Itching +  Vomiting,"Jaundice, Diabetes , Fungal Infection",Cbc Test
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Skin Rash +  High Fever,"Impetigo, Hypothyroidism, Typhoid",Oxygen Saturation
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis B, Hypoglycemia",Breathlessness
Diabetes,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Obesity,Skin Rash +  Chills,"Dengue, Drug Reaction, Paralysis (Brain Hemorrhage)",Breathlessness
Diabetes,Fatigue,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Obesity,Muscle Weakness +  Stiff Neck,"Arthritis, Tuberculosis, Hypothyroidism",Pcr Confirmation
Diabetes,Fatigue,Weight Loss,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Obesity,Chills +  Vomiting,"Typhoid, Impetigo, Dimorphic Hemmorhoids(Piles)",Platelet Count
Diabetes,Fatigue,Weight Loss,Restlessness,Irregular Sugar Level,Blurred And Distorted Vision,Obesity,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis E, Psoriasis",Cbc Test
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Blurred And Distorted Vision,Obesity,Chills +  Vomiting,"Typhoid, Tuberculosis, (Vertigo) Paroymsal  Positional Vertigo",Oxygen Saturation
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Obesity,Chills +  Vomiting,"Malaria, Gerd, Hypothyroidism",Breathlessness
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis A, Hypertension",Oxygen Saturation
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Shivering +  Chills,"Allergy, Bronchial Asthma, Fungal Infection",Inflammatory Markers
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Continuous Sneezing +  Shivering,"Allergy, Osteoarthristis",Chest Pain Pattern
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Fatigue +  Yellowish Skin,"Hepatitis C, Jaundice, Diabetes",Breathlessness
Gastroenteritis,Sunken Eyes,Dehydration,Diarrhoea,High Fever,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis A, Hepatitis B, Hepatitis E",Symptom Duration
Gastroenteritis,Vomiting,Dehydration,Diarrhoea,High Fever,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Gastroenteritis, Aids",Oxygen Saturation
Gastroenteritis,Vomiting,Sunken Eyes,Diarrhoea,High Fever,Headache,Nausea,Acidity +  Headache,"Migraine, Hepatitis B, Hepatitis C",Rash Pattern
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,High Fever,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Allergy, Hepatitis A",Breathlessness
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Chills +  Fatigue,"Pneumonia, Aids, Peptic Ulcer Diseae",Pcr Confirmation
Gastroenteritis,Sunken Eyes,Dehydration,Diarrhoea,High Fever,Headache,Nausea,Fatigue +  Cramps,"Varicose Veins, Acne, Migraine",Inflammatory Markers
Gastroenteritis,Vomiting,Dehydration,Diarrhoea,High Fever,Headache,Nausea,Itching +  Fatigue,"Hepatitis B, Fungal Infection, Aids",Symptom Duration
Gastroenteritis,Vomiting,Sunken Eyes,Diarrhoea,High Fever,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Cervical Spondylosis, Hypoglycemia",Chest Pain Pattern
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Chills +  Vomiting,"Typhoid, Alcoholic Hepatitis, Hepatitis D",Platelet Count
Bronchial Asthma,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Nausea,Continuous Sneezing +  Chills,"Common Cold, Hypothyroidism, Bronchial Asthma",Symptom Duration
Bronchial Asthma,Fatigue,High Fever,Breathlessness,Family History,Mucoid Sputum,Nausea,Chills +  Vomiting,"Typhoid, Drug Reaction, Psoriasis",Chest Pain Pattern
Bronchial Asthma,Fatigue,Cough,Breathlessness,Family History,Mucoid Sputum,Nausea,Headache +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Gastroenteritis, Acne",Pcr Confirmation
Bronchial Asthma,Fatigue,Cough,High Fever,Family History,Mucoid Sputum,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, (Vertigo) Paroymsal  Positional Vertigo, Tuberculosis",Oxygen Saturation
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Mucoid Sputum,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Aids, Peptic Ulcer Diseae",Platelet Count
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Nausea,Fatigue +  Lethargy,"Hepatitis B, Heart Attack, Hypoglycemia",Platelet Count
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Chills +  Vomiting,"Tuberculosis, Heart Attack, (Vertigo) Paroymsal  Positional Vertigo",Inflammatory Markers
Bronchial Asthma,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Nausea,Joint Pain +  Vomiting,"Hepatitis E, Gastroenteritis, Gerd",Oxygen Saturation
Bronchial Asthma,Fatigue,High Fever,Breathlessness,Family History,Mucoid Sputum,Nausea,Chills +  Vomiting,"Malaria, Bronchial Asthma, Alcoholic Hepatitis",Inflammatory Markers
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Skin Rash +  Chills,"Dengue, Hepatitis E, Arthritis",Platelet Count
Hypertension,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Headache,Nausea,Pain During Bowel Movements +  Pain In Anal Region,"Dimorphic Hemmorhoids(Piles), Hypertension , Hepatitis B",Pcr Confirmation
Hypertension,Headache,Dizziness,Loss Of Balance,Lack Of Concentration,Headache,Nausea,Muscle Weakness +  Stiff Neck,"Arthritis, Pneumonia",Oxygen Saturation
Hypertension,Headache,Chest Pain,Loss Of Balance,Lack Of Concentration,Headache,Nausea,Itching +  Skin Rash,"Drug Reaction, Hyperthyroidism, Hypoglycemia",Inflammatory Markers
Hypertension,Headache,Chest Pain,Dizziness,Lack Of Concentration,Headache,Nausea,Chills +  Vomiting,"Malaria, Chronic Cholestasis, Hepatitis C",Oxygen Saturation
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Headache,Nausea,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Malaria, Paralysis (Brain Hemorrhage)",Platelet Count
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Alcoholic Hepatitis, Pneumonia",Platelet Count
Hypertension,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Headache,Nausea,Fatigue +  Cough,"Pneumonia, Peptic Ulcer Diseae, Dengue",Oxygen Saturation
Hypertension,Headache,Dizziness,Loss Of Balance,Lack Of Concentration,Headache,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Malaria, Arthritis",Chest Pain Pattern
Hypertension,Headache,Chest Pain,Loss Of Balance,Lack Of Concentration,Headache,Nausea,Patches In Throat +  High Fever,"Aids, Typhoid, Pneumonia",Chest Pain Pattern
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Vomiting +  Breathlessness,"Heart Attack, Malaria, Migraine",Pcr Confirmation
Migraine,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Depression,Fatigue +  Weight Gain,"Hypothyroidism, Hepatitis D, Aids",Cbc Test
Migraine,Acidity,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Depression,Fatigue +  Mood Swings,"Hyperthyroidism, Bronchial Asthma, Psoriasis",Cbc Test
Migraine,Acidity,Indigestion,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Depression,Fatigue +  Yellowish Skin,"Hepatitis C, Chronic Cholestasis, Malaria",Cbc Test
Migraine,Acidity,Indigestion,Headache,Excessive Hunger,Stiff Neck,Depression,Vomiting +  Fatigue,"Hypoglycemia, Arthritis, Drug Reaction",Travel History
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Stiff Neck,Depression,Itching +  Fatigue,"Hepatitis B, Alcoholic Hepatitis, Hepatitis C",Cbc Test
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Depression,Itching +  Vomiting,"Chronic Cholestasis, Osteoarthristis, Typhoid",Inflammatory Markers
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Itching +  Fatigue,"Hepatitis B, (Vertigo) Paroymsal  Positional Vertigo, Arthritis",Oxygen Saturation
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Joint Pain +  Vomiting,"Hepatitis A, (Vertigo) Paroymsal  Positional Vertigo, Hypothyroidism",Oxygen Saturation
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Hepatitis E, Allergy",Rash Pattern
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Cervical Spondylosis, Urinary Tract Infection",Platelet Count
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Psoriasis, Dengue",Travel History
Cervical Spondylosis,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Chills +  Vomiting,"Typhoid, Urinary Tract Infection, Hepatitis C",Travel History
Cervical Spondylosis,Back Pain,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Itching +  Vomiting,"Jaundice, Gerd, Pneumonia",Cbc Test
Cervical Spondylosis,Back Pain,Weakness In Limbs,Dizziness,Loss Of Balance,Headache,Nausea,Continuous Sneezing +  Chills,"Common Cold, Gastroenteritis, Hepatitis B",Pcr Confirmation
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Loss Of Balance,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Drug Reaction, Peptic Ulcer Diseae",Pcr Confirmation
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Urinary Tract Infection, Hepatitis D",Oxygen Saturation
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Stomach Pain +  Acidity,"Gerd, Hypoglycemia, Aids",Platelet Count
Cervical Spondylosis,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hyperthyroidism, Hepatitis A",Travel History
Cervical Spondylosis,Back Pain,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Acne, Malaria",Pcr Confirmation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Skin Rash +  Chills,"Dengue, Cervical Spondylosis, Common Cold",Pcr Confirmation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Vomiting +  Sweating,"Heart Attack, Hepatitis A, Dengue",Inflammatory Markers
Paralysis (Brain Hemorrhage),Headache,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Aids, Bronchial Asthma",Rash Pattern
Paralysis (Brain Hemorrhage),Vomiting,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Heart Attack, Psoriasis",Oxygen Saturation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Altered Sensorium,High Fever,Headache,Nausea,Vomiting +  Fatigue,"Hypoglycemia, Pneumonia, (Vertigo) Paroymsal  Positional Vertigo",Breathlessness
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,High Fever,Headache,Nausea,Continuous Sneezing +  Shivering,"Allergy, Malaria, Osteoarthristis",Pcr Confirmation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Acidity +  Ulcers On Tongue,"Gerd, Varicose Veins, Diabetes",Chest Pain Pattern
Paralysis (Brain Hemorrhage),Headache,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Muscle Weakness +  Stiff Neck,"Arthritis, Hyperthyroidism, Malaria",Travel History
Paralysis (Brain Hemorrhage),Vomiting,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis E, Paralysis (Brain Hemorrhage), Hepatitis A",Pcr Confirmation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Altered Sensorium,High Fever,Headache,Nausea,Itching +  Fatigue,"Hepatitis B, Migraine, Chicken Pox",Platelet Count
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Fatigue +  Cold Hands And Feets,"Hypothyroidism, Peptic Ulcer Diseae",Inflammatory Markers
