symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Insomnia,Constant Or Intermittent (Variant 2838)?,Pattern,Constant/Intermittent,Low,Msk,No
Insomnia,Does It Affect Daily Activities (Variant 2839)?,Impact,Yes/No,Medium,Dermatology,Yes
Insomnia,Any Emergency Warning Signs (Variant 2840)?,Emergency Flag,Yes/No,High,Emergency,No
Anxiety,Since How Many Days (Variant 2841)?,Duration,Numeric,Low,General,Yes
Anxiety,"Mild, Moderate Or Severe (Variant 2842)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Anxiety,How Frequently Does It Occur (Variant 2843)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Anxiety,When Did It Start Worsening (Variant 2844)?,Progression,Numeric,Low,Neurology,No
Anxiety,Any Associated Symptoms Present (Variant 2845)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Anxiety,Triggered By Activity (Variant 2846)?,Trigger,Yes/No,High,Endocrine,No
Anxiety,Localized Or Widespread (Variant 2847)?,Location,Localized/Diffuse,Low,Msk,Yes
Anxiety,Constant Or Intermittent (Variant 2848)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Anxiety,Does It Affect Daily Activities (Variant 2849)?,Impact,Yes/No,High,Emergency,Yes
Anxiety,Any Emergency Warning Signs (Variant 2850)?,Emergency Flag,Yes/No,Low,General,No
Depressed Mood,Since How Many Days (Variant 2851)?,Duration,Numeric,Medium,Respiratory,Yes
Depressed Mood,"Mild, Moderate Or Severe (Variant 2852)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Depressed Mood,How Frequently Does It Occur (Variant 2853)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Depressed Mood,When Did It Start Worsening (Variant 2854)?,Progression,Numeric,Medium,Gi,No
Depressed Mood,Any Associated Symptoms Present (Variant 2855)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Depressed Mood,Triggered By Activity (Variant 2856)?,Trigger,Yes/No,Low,Msk,No
Depressed Mood,Localized Or Widespread (Variant 2857)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Depressed Mood,Constant Or Intermittent (Variant 2858)?,Pattern,Constant/Intermittent,High,Emergency,No
Depressed Mood,Does It Affect Daily Activities (Variant 2859)?,Impact,Yes/No,Low,General,Yes
Depressed Mood,Any Emergency Warning Signs (Variant 2860)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Irritability,Since How Many Days (Variant 2861)?,Duration,Numeric,High,Cardiac,Yes
Irritability,"Mild, Moderate Or Severe (Variant 2862)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Irritability,How Frequently Does It Occur (Variant 2863)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Irritability,When Did It Start Worsening (Variant 2864)?,Progression,Numeric,High,Endocrine,No
Irritability,Any Associated Symptoms Present (Variant 2865)?,Associated Symptom,Yes/No,Low,Msk,Yes
Irritability,Triggered By Activity (Variant 2866)?,Trigger,Yes/No,Medium,Dermatology,No
Irritability,Localized Or Widespread (Variant 2867)?,Location,Localized/Diffuse,High,Emergency,Yes
Irritability,Constant Or Intermittent (Variant 2868)?,Pattern,Constant/Intermittent,Low,General,No
Irritability,Does It Affect Daily Activities (Variant 2869)?,Impact,Yes/No,Medium,Respiratory,Yes
Irritability,Any Emergency Warning Signs (Variant 2870)?,Emergency Flag,Yes/No,High,Cardiac,No
Ear Pain,Since How Many Days (Variant 2871)?,Duration,Numeric,Low,Neurology,Yes
Ear Pain,"Mild, Moderate Or Severe (Variant 2872)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Ear Pain,How Frequently Does It Occur (Variant 2873)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Ear Pain,When Did It Start Worsening (Variant 2874)?,Progression,Numeric,Low,Msk,No
Ear Pain,Any Associated Symptoms Present (Variant 2875)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Ear Pain,Triggered By Activity (Variant 2876)?,Trigger,Yes/No,High,Emergency,No
Ear Pain,Localized Or Widespread (Variant 2877)?,Location,Localized/Diffuse,Low,General,Yes
Ear Pain,Constant Or Intermittent (Variant 2878)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Ear Pain,Does It Affect Daily Activities (Variant 2879)?,Impact,Yes/No,High,Cardiac,Yes
Ear Pain,Any Emergency Warning Signs (Variant 2880)?,Emergency Flag,Yes/No,Low,Neurology,No
Hearing Loss,Since How Many Days (Variant 2881)?,Duration,Numeric,Medium,Gi,Yes
Hearing Loss,"Mild, Moderate Or Severe (Variant 2882)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Hearing Loss,How Frequently Does It Occur (Variant 2883)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Hearing Loss,When Did It Start Worsening (Variant 2884)?,Progression,Numeric,Medium,Dermatology,No
Hearing Loss,Any Associated Symptoms Present (Variant 2885)?,Associated Symptom,Yes/No,High,Emergency,Yes
Hearing Loss,Triggered By Activity (Variant 2886)?,Trigger,Yes/No,Low,General,No
Hearing Loss,Localized Or Widespread (Variant 2887)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Hearing Loss,Constant Or Intermittent (Variant 2888)?,Pattern,Constant/Intermittent,High,Cardiac,No
Hearing Loss,Does It Affect Daily Activities (Variant 2889)?,Impact,Yes/No,Low,Neurology,Yes
Hearing Loss,Any Emergency Warning Signs (Variant 2890)?,Emergency Flag,Yes/No,Medium,Gi,No
Neck Pain,Since How Many Days (Variant 2891)?,Duration,Numeric,High,Endocrine,Yes
Neck Pain,"Mild, Moderate Or Severe (Variant 2892)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Neck Pain,How Frequently Does It Occur (Variant 2893)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Neck Pain,When Did It Start Worsening (Variant 2894)?,Progression,Numeric,High,Emergency,No
Neck Pain,Any Associated Symptoms Present (Variant 2895)?,Associated Symptom,Yes/No,Low,General,Yes
Neck Pain,Triggered By Activity (Variant 2896)?,Trigger,Yes/No,Medium,Respiratory,No
Neck Pain,Localized Or Widespread (Variant 2897)?,Location,Localized/Diffuse,High,Cardiac,Yes
Neck Pain,Constant Or Intermittent (Variant 2898)?,Pattern,Constant/Intermittent,Low,Neurology,No
Neck Pain,Does It Affect Daily Activities (Variant 2899)?,Impact,Yes/No,Medium,Gi,Yes
Neck Pain,Any Emergency Warning Signs (Variant 2900)?,Emergency Flag,Yes/No,High,Endocrine,No
Pelvic Pain,Since How Many Days (Variant 2901)?,Duration,Numeric,Low,Msk,Yes
Pelvic Pain,"Mild, Moderate Or Severe (Variant 2902)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Pelvic Pain,How Frequently Does It Occur (Variant 2903)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Pelvic Pain,When Did It Start Worsening (Variant 2904)?,Progression,Numeric,Low,General,No
Pelvic Pain,Any Associated Symptoms Present (Variant 2905)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Pelvic Pain,Triggered By Activity (Variant 2906)?,Trigger,Yes/No,High,Cardiac,No
Pelvic Pain,Localized Or Widespread (Variant 2907)?,Location,Localized/Diffuse,Low,Neurology,Yes
Pelvic Pain,Constant Or Intermittent (Variant 2908)?,Pattern,Constant/Intermittent,Medium,Gi,No
Pelvic Pain,Does It Affect Daily Activities (Variant 2909)?,Impact,Yes/No,High,Endocrine,Yes
Pelvic Pain,Any Emergency Warning Signs (Variant 2910)?,Emergency Flag,Yes/No,Low,Msk,No
Menstrual Irregularity,Since How Many Days (Variant 2911)?,Duration,Numeric,Medium,Dermatology,Yes
Menstrual Irregularity,"Mild, Moderate Or Severe (Variant 2912)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Menstrual Irregularity,How Frequently Does It Occur (Variant 2913)?,Frequency,Occasional/Frequent,Low,General,Yes
Menstrual Irregularity,When Did It Start Worsening (Variant 2914)?,Progression,Numeric,Medium,Respiratory,No
Menstrual Irregularity,Any Associated Symptoms Present (Variant 2915)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Menstrual Irregularity,Triggered By Activity (Variant 2916)?,Trigger,Yes/No,Low,Neurology,No
Menstrual Irregularity,Localized Or Widespread (Variant 2917)?,Location,Localized/Diffuse,Medium,Gi,Yes
Menstrual Irregularity,Constant Or Intermittent (Variant 2918)?,Pattern,Constant/Intermittent,High,Endocrine,No
Menstrual Irregularity,Does It Affect Daily Activities (Variant 2919)?,Impact,Yes/No,Low,Msk,Yes
Menstrual Irregularity,Any Emergency Warning Signs (Variant 2920)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Burning Urination,Since How Many Days (Variant 2921)?,Duration,Numeric,High,Emergency,Yes
Burning Urination,"Mild, Moderate Or Severe (Variant 2922)?",Severity,Mild/Moderate/Severe,Low,General,No
Burning Urination,How Frequently Does It Occur (Variant 2923)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Burning Urination,When Did It Start Worsening (Variant 2924)?,Progression,Numeric,High,Cardiac,No
Burning Urination,Any Associated Symptoms Present (Variant 2925)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Burning Urination,Triggered By Activity (Variant 2926)?,Trigger,Yes/No,Medium,Gi,No
Burning Urination,Localized Or Widespread (Variant 2927)?,Location,Localized/Diffuse,High,Endocrine,Yes
Burning Urination,Constant Or Intermittent (Variant 2928)?,Pattern,Constant/Intermittent,Low,Msk,No
Burning Urination,Does It Affect Daily Activities (Variant 2929)?,Impact,Yes/No,Medium,Dermatology,Yes
Burning Urination,Any Emergency Warning Signs (Variant 2930)?,Emergency Flag,Yes/No,High,Emergency,No
Blood In Urine,Since How Many Days (Variant 2931)?,Duration,Numeric,Low,General,Yes
Blood In Urine,"Mild, Moderate Or Severe (Variant 2932)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Blood In Urine,How Frequently Does It Occur (Variant 2933)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Blood In Urine,When Did It Start Worsening (Variant 2934)?,Progression,Numeric,Low,Neurology,No
Blood In Urine,Any Associated Symptoms Present (Variant 2935)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Blood In Urine,Triggered By Activity (Variant 2936)?,Trigger,Yes/No,High,Endocrine,No
Blood In Urine,Localized Or Widespread (Variant 2937)?,Location,Localized/Diffuse,Low,Msk,Yes
Blood In Urine,Constant Or Intermittent (Variant 2938)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Blood In Urine,Does It Affect Daily Activities (Variant 2939)?,Impact,Yes/No,High,Emergency,Yes
Blood In Urine,Any Emergency Warning Signs (Variant 2940)?,Emergency Flag,Yes/No,Low,General,No
Swollen Lymph Nodes,Since How Many Days (Variant 2941)?,Duration,Numeric,Medium,Respiratory,Yes
Swollen Lymph Nodes,"Mild, Moderate Or Severe (Variant 2942)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Swollen Lymph Nodes,How Frequently Does It Occur (Variant 2943)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Swollen Lymph Nodes,When Did It Start Worsening (Variant 2944)?,Progression,Numeric,Medium,Gi,No
Swollen Lymph Nodes,Any Associated Symptoms Present (Variant 2945)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Swollen Lymph Nodes,Triggered By Activity (Variant 2946)?,Trigger,Yes/No,Low,Msk,No
Swollen Lymph Nodes,Localized Or Widespread (Variant 2947)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Swollen Lymph Nodes,Constant Or Intermittent (Variant 2948)?,Pattern,Constant/Intermittent,High,Emergency,No
Swollen Lymph Nodes,Does It Affect Daily Activities (Variant 2949)?,Impact,Yes/No,Low,General,Yes
Swollen Lymph Nodes,Any Emergency Warning Signs (Variant 2950)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Dry Mouth,Since How Many Days (Variant 2951)?,Duration,Numeric,High,Cardiac,Yes
Dry Mouth,"Mild, Moderate Or Severe (Variant 2952)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Dry Mouth,How Frequently Does It Occur (Variant 2953)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Dry Mouth,When Did It Start Worsening (Variant 2954)?,Progression,Numeric,High,Endocrine,No
Dry Mouth,Any Associated Symptoms Present (Variant 2955)?,Associated Symptom,Yes/No,Low,Msk,Yes
Dry Mouth,Triggered By Activity (Variant 2956)?,Trigger,Yes/No,Medium,Dermatology,No
Dry Mouth,Localized Or Widespread (Variant 2957)?,Location,Localized/Diffuse,High,Emergency,Yes
Dry Mouth,Constant Or Intermittent (Variant 2958)?,Pattern,Constant/Intermittent,Low,General,No
Dry Mouth,Does It Affect Daily Activities (Variant 2959)?,Impact,Yes/No,Medium,Respiratory,Yes
Dry Mouth,Any Emergency Warning Signs (Variant 2960)?,Emergency Flag,Yes/No,High,Cardiac,No
Mouth Ulcers,Since How Many Days (Variant 2961)?,Duration,Numeric,Low,Neurology,Yes
Mouth Ulcers,"Mild, Moderate Or Severe (Variant 2962)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Mouth Ulcers,How Frequently Does It Occur (Variant 2963)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Mouth Ulcers,When Did It Start Worsening (Variant 2964)?,Progression,Numeric,Low,Msk,No
Mouth Ulcers,Any Associated Symptoms Present (Variant 2965)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Mouth Ulcers,Triggered By Activity (Variant 2966)?,Trigger,Yes/No,High,Emergency,No
Mouth Ulcers,Localized Or Widespread (Variant 2967)?,Location,Localized/Diffuse,Low,General,Yes
Mouth Ulcers,Constant Or Intermittent (Variant 2968)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Mouth Ulcers,Does It Affect Daily Activities (Variant 2969)?,Impact,Yes/No,High,Cardiac,Yes
Mouth Ulcers,Any Emergency Warning Signs (Variant 2970)?,Emergency Flag,Yes/No,Low,Neurology,No
Difficulty Swallowing,Since How Many Days (Variant 2971)?,Duration,Numeric,Medium,Gi,Yes
Difficulty Swallowing,"Mild, Moderate Or Severe (Variant 2972)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Difficulty Swallowing,How Frequently Does It Occur (Variant 2973)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Difficulty Swallowing,When Did It Start Worsening (Variant 2974)?,Progression,Numeric,Medium,Dermatology,No
Difficulty Swallowing,Any Associated Symptoms Present (Variant 2975)?,Associated Symptom,Yes/No,High,Emergency,Yes
Difficulty Swallowing,Triggered By Activity (Variant 2976)?,Trigger,Yes/No,Low,General,No
Difficulty Swallowing,Localized Or Widespread (Variant 2977)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Difficulty Swallowing,Constant Or Intermittent (Variant 2978)?,Pattern,Constant/Intermittent,High,Cardiac,No
Difficulty Swallowing,Does It Affect Daily Activities (Variant 2979)?,Impact,Yes/No,Low,Neurology,Yes
Difficulty Swallowing,Any Emergency Warning Signs (Variant 2980)?,Emergency Flag,Yes/No,Medium,Gi,No
Cyanosis,Since How Many Days (Variant 2981)?,Duration,Numeric,High,Endocrine,Yes
Cyanosis,"Mild, Moderate Or Severe (Variant 2982)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Cyanosis,How Frequently Does It Occur (Variant 2983)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Cyanosis,When Did It Start Worsening (Variant 2984)?,Progression,Numeric,High,Emergency,No
Cyanosis,Any Associated Symptoms Present (Variant 2985)?,Associated Symptom,Yes/No,Low,General,Yes
Cyanosis,Triggered By Activity (Variant 2986)?,Trigger,Yes/No,Medium,Respiratory,No
Cyanosis,Localized Or Widespread (Variant 2987)?,Location,Localized/Diffuse,High,Cardiac,Yes
Cyanosis,Constant Or Intermittent (Variant 2988)?,Pattern,Constant/Intermittent,Low,Neurology,No
Cyanosis,Does It Affect Daily Activities (Variant 2989)?,Impact,Yes/No,Medium,Gi,Yes
Cyanosis,Any Emergency Warning Signs (Variant 2990)?,Emergency Flag,Yes/No,High,Endocrine,No
Severe Bleeding,Since How Many Days (Variant 2991)?,Duration,Numeric,Low,Msk,Yes
Severe Bleeding,"Mild, Moderate Or Severe (Variant 2992)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Severe Bleeding,How Frequently Does It Occur (Variant 2993)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Severe Bleeding,When Did It Start Worsening (Variant 2994)?,Progression,Numeric,Low,General,No
Severe Bleeding,Any Associated Symptoms Present (Variant 2995)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Severe Bleeding,Triggered By Activity (Variant 2996)?,Trigger,Yes/No,High,Cardiac,No
Severe Bleeding,Localized Or Widespread (Variant 2997)?,Location,Localized/Diffuse,Low,Neurology,Yes
Severe Bleeding,Constant Or Intermittent (Variant 2998)?,Pattern,Constant/Intermittent,Medium,Gi,No
Severe Bleeding,Does It Affect Daily Activities (Variant 2999)?,Impact,Yes/No,High,Endocrine,Yes
Severe Bleeding,Any Emergency Warning Signs (Variant 3000)?,Emergency Flag,Yes/No,Low,Msk,No
Fever,Since How Many Days (Variant 3001)?,Duration,Numeric,Medium,Respiratory,Yes
Fever,"Mild, Moderate Or Severe (Variant 3002)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Fever,How Frequently Does It Occur (Variant 3003)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Fever,When Did It Start Worsening (Variant 3004)?,Progression,Numeric,Medium,Gi,No
Fever,Any Associated Symptoms Present (Variant 3005)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Fever,Triggered By Activity (Variant 3006)?,Trigger,Yes/No,Low,Msk,No
Fever,Localized Or Widespread (Variant 3007)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Fever,Constant Or Intermittent (Variant 3008)?,Pattern,Constant/Intermittent,High,Emergency,No
Fever,Does It Affect Daily Activities (Variant 3009)?,Impact,Yes/No,Low,General,Yes
Fever,Any Emergency Warning Signs (Variant 3010)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Cough,Since How Many Days (Variant 3011)?,Duration,Numeric,High,Cardiac,Yes
Cough,"Mild, Moderate Or Severe (Variant 3012)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Cough,How Frequently Does It Occur (Variant 3013)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Cough,When Did It Start Worsening (Variant 3014)?,Progression,Numeric,High,Endocrine,No
Cough,Any Associated Symptoms Present (Variant 3015)?,Associated Symptom,Yes/No,Low,Msk,Yes
Cough,Triggered By Activity (Variant 3016)?,Trigger,Yes/No,Medium,Dermatology,No
Cough,Localized Or Widespread (Variant 3017)?,Location,Localized/Diffuse,High,Emergency,Yes
Cough,Constant Or Intermittent (Variant 3018)?,Pattern,Constant/Intermittent,Low,General,No
Cough,Does It Affect Daily Activities (Variant 3019)?,Impact,Yes/No,Medium,Respiratory,Yes
Cough,Any Emergency Warning Signs (Variant 3020)?,Emergency Flag,Yes/No,High,Cardiac,No
Fatigue,Since How Many Days (Variant 3021)?,Duration,Numeric,Low,Neurology,Yes
Fatigue,"Mild, Moderate Or Severe (Variant 3022)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Fatigue,How Frequently Does It Occur (Variant 3023)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Fatigue,When Did It Start Worsening (Variant 3024)?,Progression,Numeric,Low,Msk,No
Fatigue,Any Associated Symptoms Present (Variant 3025)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Fatigue,Triggered By Activity (Variant 3026)?,Trigger,Yes/No,High,Emergency,No
Fatigue,Localized Or Widespread (Variant 3027)?,Location,Localized/Diffuse,Low,General,Yes
Fatigue,Constant Or Intermittent (Variant 3028)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Fatigue,Does It Affect Daily Activities (Variant 3029)?,Impact,Yes/No,High,Cardiac,Yes
Fatigue,Any Emergency Warning Signs (Variant 3030)?,Emergency Flag,Yes/No,Low,Neurology,No
Breathlessness,Since How Many Days (Variant 3031)?,Duration,Numeric,Medium,Gi,Yes
Breathlessness,"Mild, Moderate Or Severe (Variant 3032)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Breathlessness,How Frequently Does It Occur (Variant 3033)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Breathlessness,When Did It Start Worsening (Variant 3034)?,Progression,Numeric,Medium,Dermatology,No
Breathlessness,Any Associated Symptoms Present (Variant 3035)?,Associated Symptom,Yes/No,High,Emergency,Yes
