disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Primary Gastro Degeneration 965,Primary Gastro Degeneration 965 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Rare,Medication
Secondary Gastro Degeneration 966,Secondary Gastro Degeneration 966 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Common,Lifestyle
Progressive Gastro Degeneration 967,Progressive Gastro Degeneration 967 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Gastro Degeneration 968,Congenital Gastro Degeneration 968 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Gastro Degeneration 969,Inflammatory Gastro Degeneration 969 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Gastro Degeneration 970,Metabolic Gastro Degeneration 970 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
Acute Dermatologic Degeneration 971,Acute Dermatologic Degeneration 971 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Rare,Diagnostics
Chronic Dermatologic Degeneration 972,Chronic Dermatologic Degeneration 972 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Common,Specialist Referral
Autoimmune Dermatologic Degeneration 973,Autoimmune Dermatologic Degeneration 973 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Uncommon,Medication
Idiopathic Dermatologic Degeneration 974,Idiopathic Dermatologic Degeneration 974 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Rare,Lifestyle
Primary Dermatologic Degeneration 975,Primary Dermatologic Degeneration 975 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Common,Diagnostics
Secondary Dermatologic Degeneration 976,Secondary Dermatologic Degeneration 976 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Uncommon,Specialist Referral
Progressive Dermatologic Degeneration 977,Progressive Dermatologic Degeneration 977 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Rare,Medication
Congenital Dermatologic Degeneration 978,Congenital Dermatologic Degeneration 978 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Common,Lifestyle
Inflammatory Dermatologic Degeneration 979,Inflammatory Dermatologic Degeneration 979 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Dermatologic Degeneration 980,Metabolic Dermatologic Degeneration 980 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Hematologic Degeneration 981,Acute Hematologic Degeneration 981 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Hematologic Degeneration 982,Chronic Hematologic Degeneration 982 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Hematologic Degeneration 983,Autoimmune Hematologic Degeneration 983 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
Idiopathic Hematologic Degeneration 984,Idiopathic Hematologic Degeneration 984 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Common,Specialist Referral
Primary Hematologic Degeneration 985,Primary Hematologic Degeneration 985 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Uncommon,Medication
Secondary Hematologic Degeneration 986,Secondary Hematologic Degeneration 986 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Rare,Lifestyle
Progressive Hematologic Degeneration 987,Progressive Hematologic Degeneration 987 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Common,Diagnostics
Congenital Hematologic Degeneration 988,Congenital Hematologic Degeneration 988 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Uncommon,Specialist Referral
Inflammatory Hematologic Degeneration 989,Inflammatory Hematologic Degeneration 989 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Rare,Medication
Metabolic Hematologic Degeneration 990,Metabolic Hematologic Degeneration 990 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Common,Lifestyle
Acute Musculoskeletal Degeneration 991,Acute Musculoskeletal Degeneration 991 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Uncommon,Diagnostics
Chronic Musculoskeletal Degeneration 992,Chronic Musculoskeletal Degeneration 992 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Rare,Specialist Referral
Autoimmune Musculoskeletal Degeneration 993,Autoimmune Musculoskeletal Degeneration 993 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Common,Medication
Idiopathic Musculoskeletal Degeneration 994,Idiopathic Musculoskeletal Degeneration 994 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Uncommon,Lifestyle
Primary Musculoskeletal Degeneration 995,Primary Musculoskeletal Degeneration 995 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Rare,Diagnostics
Secondary Musculoskeletal Degeneration 996,Secondary Musculoskeletal Degeneration 996 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Musculoskeletal Degeneration 997,Progressive Musculoskeletal Degeneration 997 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
Congenital Musculoskeletal Degeneration 998,Congenital Musculoskeletal Degeneration 998 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Musculoskeletal Degeneration 999,Inflammatory Musculoskeletal Degeneration 999 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
Metabolic Musculoskeletal Degeneration 1000,Metabolic Musculoskeletal Degeneration 1000 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Uncommon,Specialist Referral
Acute Respiratory Syndrome 1,Acute Respiratory Syndrome 1 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Rare,Medication
Chronic Respiratory Syndrome 2,Chronic Respiratory Syndrome 2 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Common,Lifestyle
Autoimmune Respiratory Syndrome 3,Autoimmune Respiratory Syndrome 3 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Uncommon,Diagnostics
Idiopathic Respiratory Syndrome 4,Idiopathic Respiratory Syndrome 4 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Rare,Specialist Referral
Primary Respiratory Syndrome 5,Primary Respiratory Syndrome 5 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Common,Medication
Secondary Respiratory Syndrome 6,Secondary Respiratory Syndrome 6 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Uncommon,Lifestyle
Progressive Respiratory Syndrome 7,Progressive Respiratory Syndrome 7 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Rare,Diagnostics
Congenital Respiratory Syndrome 8,Congenital Respiratory Syndrome 8 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Common,Specialist Referral
Inflammatory Respiratory Syndrome 9,Inflammatory Respiratory Syndrome 9 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Uncommon,Medication
Metabolic Respiratory Syndrome 10,Metabolic Respiratory Syndrome 10 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Rare,Lifestyle
