disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Idiopathic Dermatologic Condition 374,Idiopathic Dermatologic Condition 374 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Dermatologic Condition 375,Primary Dermatologic Condition 375 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Dermatologic Condition 376,Secondary Dermatologic Condition 376 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Dermatologic Condition 377,Progressive Dermatologic Condition 377 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Dermatologic Condition 378,Congenital Dermatologic Condition 378 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Dermatologic Condition 379,Inflammatory Dermatologic Condition 379 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Dermatologic Condition 380,Metabolic Dermatologic Condition 380 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Hematologic Condition 381,Acute Hematologic Condition 381 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Hematologic Condition 382,Chronic Hematologic Condition 382 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Hematologic Condition 383,Autoimmune Hematologic Condition 383 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Hematologic Condition 384,Idiopathic Hematologic Condition 384 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Hematologic Condition 385,Primary Hematologic Condition 385 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Hematologic Condition 386,Secondary Hematologic Condition 386 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Hematologic Condition 387,Progressive Hematologic Condition 387 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Hematologic Condition 388,Congenital Hematologic Condition 388 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Hematologic Condition 389,Inflammatory Hematologic Condition 389 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Hematologic Condition 390,Metabolic Hematologic Condition 390 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Musculoskeletal Condition 391,Acute Musculoskeletal Condition 391 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Musculoskeletal Condition 392,Chronic Musculoskeletal Condition 392 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Musculoskeletal Condition 393,Autoimmune Musculoskeletal Condition 393 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Musculoskeletal Condition 394,Idiopathic Musculoskeletal Condition 394 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Musculoskeletal Condition 395,Primary Musculoskeletal Condition 395 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Musculoskeletal Condition 396,Secondary Musculoskeletal Condition 396 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Musculoskeletal Condition 397,Progressive Musculoskeletal Condition 397 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Musculoskeletal Condition 398,Congenital Musculoskeletal Condition 398 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Musculoskeletal Condition 399,Inflammatory Musculoskeletal Condition 399 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Musculoskeletal Condition 400,Metabolic Musculoskeletal Condition 400 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Respiratory Failure 401,Acute Respiratory Failure 401 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Respiratory Failure 402,Chronic Respiratory Failure 402 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Respiratory Failure 403,Autoimmune Respiratory Failure 403 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Respiratory Failure 404,Idiopathic Respiratory Failure 404 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Respiratory Failure 405,Primary Respiratory Failure 405 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Respiratory Failure 406,Secondary Respiratory Failure 406 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Respiratory Failure 407,Progressive Respiratory Failure 407 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Respiratory Failure 408,Congenital Respiratory Failure 408 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Respiratory Failure 409,Inflammatory Respiratory Failure 409 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Respiratory Failure 410,Metabolic Respiratory Failure 410 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Cardiac Failure 411,Acute Cardiac Failure 411 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Cardiac Failure 412,Chronic Cardiac Failure 412 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Cardiac Failure 413,Autoimmune Cardiac Failure 413 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Cardiac Failure 414,Idiopathic Cardiac Failure 414 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Cardiac Failure 415,Primary Cardiac Failure 415 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Cardiac Failure 416,Secondary Cardiac Failure 416 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Cardiac Failure 417,Progressive Cardiac Failure 417 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Cardiac Failure 418,Congenital Cardiac Failure 418 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Cardiac Failure 419,Inflammatory Cardiac Failure 419 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Cardiac Failure 420,Metabolic Cardiac Failure 420 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Neurological Failure 421,Acute Neurological Failure 421 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Neurological Failure 422,Chronic Neurological Failure 422 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Neurological Failure 423,Autoimmune Neurological Failure 423 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Neurological Failure 424,Idiopathic Neurological Failure 424 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Neurological Failure 425,Primary Neurological Failure 425 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Neurological Failure 426,Secondary Neurological Failure 426 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
