symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Depressed Mood,Does It Affect Daily Activities (Variant 2859)?,4,5,1,4,1
Depressed Mood,Any Emergency Warning Signs (Variant 2860)?,2,5,2,8,0
Irritability,Since How Many Days (Variant 2861)?,1,3,3,0,1
Irritability,"Mild, Moderate Or Severe (Variant 2862)?",8,2,1,7,0
Irritability,How Frequently Does It Occur (Variant 2863)?,3,4,2,5,1
Irritability,When Did It Start Worsening (Variant 2864)?,7,3,3,3,0
Irritability,Any Associated Symptoms Present (Variant 2865)?,0,5,1,6,1
Irritability,Triggered By Activity (Variant 2866)?,9,5,2,1,0
Irritability,Localized Or Widespread (Variant 2867)?,5,1,3,2,1
Irritability,Constant Or Intermittent (Variant 2868)?,6,0,1,4,0
Irritability,Does It Affect Daily Activities (Variant 2869)?,4,5,2,8,1
Irritability,Any Emergency Warning Signs (Variant 2870)?,2,5,3,0,0
Ear Pain,Since How Many Days (Variant 2871)?,1,3,1,7,1
Ear Pain,"Mild, Moderate Or Severe (Variant 2872)?",8,2,2,5,0
Ear Pain,How Frequently Does It Occur (Variant 2873)?,3,4,3,3,1
Ear Pain,When Did It Start Worsening (Variant 2874)?,7,3,1,6,0
Ear Pain,Any Associated Symptoms Present (Variant 2875)?,0,5,2,1,1
Ear Pain,Triggered By Activity (Variant 2876)?,9,5,3,2,0
Ear Pain,Localized Or Widespread (Variant 2877)?,5,1,1,4,1
Ear Pain,Constant Or Intermittent (Variant 2878)?,6,0,2,8,0
Ear Pain,Does It Affect Daily Activities (Variant 2879)?,4,5,3,0,1
Ear Pain,Any Emergency Warning Signs (Variant 2880)?,2,5,1,7,0
Hearing Loss,Since How Many Days (Variant 2881)?,1,3,2,5,1
Hearing Loss,"Mild, Moderate Or Severe (Variant 2882)?",8,2,3,3,0
Hearing Loss,How Frequently Does It Occur (Variant 2883)?,3,4,1,6,1
Hearing Loss,When Did It Start Worsening (Variant 2884)?,7,3,2,1,0
Hearing Loss,Any Associated Symptoms Present (Variant 2885)?,0,5,3,2,1
Hearing Loss,Triggered By Activity (Variant 2886)?,9,5,1,4,0
Hearing Loss,Localized Or Widespread (Variant 2887)?,5,1,2,8,1
Hearing Loss,Constant Or Intermittent (Variant 2888)?,6,0,3,0,0
Hearing Loss,Does It Affect Daily Activities (Variant 2889)?,4,5,1,7,1
Hearing Loss,Any Emergency Warning Signs (Variant 2890)?,2,5,2,5,0
Neck Pain,Since How Many Days (Variant 2891)?,1,3,3,3,1
Neck Pain,"Mild, Moderate Or Severe (Variant 2892)?",8,2,1,6,0
Neck Pain,How Frequently Does It Occur (Variant 2893)?,3,4,2,1,1
Neck Pain,When Did It Start Worsening (Variant 2894)?,7,3,3,2,0
Neck Pain,Any Associated Symptoms Present (Variant 2895)?,0,5,1,4,1
Neck Pain,Triggered By Activity (Variant 2896)?,9,5,2,8,0
Neck Pain,Localized Or Widespread (Variant 2897)?,5,1,3,0,1
Neck Pain,Constant Or Intermittent (Variant 2898)?,6,0,1,7,0
Neck Pain,Does It Affect Daily Activities (Variant 2899)?,4,5,2,5,1
Neck Pain,Any Emergency Warning Signs (Variant 2900)?,2,5,3,3,0
Pelvic Pain,Since How Many Days (Variant 2901)?,1,3,1,6,1
Pelvic Pain,"Mild, Moderate Or Severe (Variant 2902)?",8,2,2,1,0
Pelvic Pain,How Frequently Does It Occur (Variant 2903)?,3,4,3,2,1
Pelvic Pain,When Did It Start Worsening (Variant 2904)?,7,3,1,4,0
Pelvic Pain,Any Associated Symptoms Present (Variant 2905)?,0,5,2,8,1
Pelvic Pain,Triggered By Activity (Variant 2906)?,9,5,3,0,0
Pelvic Pain,Localized Or Widespread (Variant 2907)?,5,1,1,7,1
Pelvic Pain,Constant Or Intermittent (Variant 2908)?,6,0,2,5,0
Pelvic Pain,Does It Affect Daily Activities (Variant 2909)?,4,5,3,3,1
Pelvic Pain,Any Emergency Warning Signs (Variant 2910)?,2,5,1,6,0
Menstrual Irregularity,Since How Many Days (Variant 2911)?,1,3,2,1,1
Menstrual Irregularity,"Mild, Moderate Or Severe (Variant 2912)?",8,2,3,2,0
Menstrual Irregularity,How Frequently Does It Occur (Variant 2913)?,3,4,1,4,1
Menstrual Irregularity,When Did It Start Worsening (Variant 2914)?,7,3,2,8,0
Menstrual Irregularity,Any Associated Symptoms Present (Variant 2915)?,0,5,3,0,1
Menstrual Irregularity,Triggered By Activity (Variant 2916)?,9,5,1,7,0
Menstrual Irregularity,Localized Or Widespread (Variant 2917)?,5,1,2,5,1
Menstrual Irregularity,Constant Or Intermittent (Variant 2918)?,6,0,3,3,0
Menstrual Irregularity,Does It Affect Daily Activities (Variant 2919)?,4,5,1,6,1
Menstrual Irregularity,Any Emergency Warning Signs (Variant 2920)?,2,5,2,1,0
Burning Urination,Since How Many Days (Variant 2921)?,1,3,3,2,1
Burning Urination,"Mild, Moderate Or Severe (Variant 2922)?",8,2,1,4,0
Burning Urination,How Frequently Does It Occur (Variant 2923)?,3,4,2,8,1
Burning Urination,When Did It Start Worsening (Variant 2924)?,7,3,3,0,0
Burning Urination,Any Associated Symptoms Present (Variant 2925)?,0,5,1,7,1
Burning Urination,Triggered By Activity (Variant 2926)?,9,5,2,5,0
Burning Urination,Localized Or Widespread (Variant 2927)?,5,1,3,3,1
Burning Urination,Constant Or Intermittent (Variant 2928)?,6,0,1,6,0
Burning Urination,Does It Affect Daily Activities (Variant 2929)?,4,5,2,1,1
Burning Urination,Any Emergency Warning Signs (Variant 2930)?,2,5,3,2,0
Blood In Urine,Since How Many Days (Variant 2931)?,1,3,1,4,1
Blood In Urine,"Mild, Moderate Or Severe (Variant 2932)?",8,2,2,8,0
Blood In Urine,How Frequently Does It Occur (Variant 2933)?,3,4,3,0,1
Blood In Urine,When Did It Start Worsening (Variant 2934)?,7,3,1,7,0
Blood In Urine,Any Associated Symptoms Present (Variant 2935)?,0,5,2,5,1
Blood In Urine,Triggered By Activity (Variant 2936)?,9,5,3,3,0
Blood In Urine,Localized Or Widespread (Variant 2937)?,5,1,1,6,1
Blood In Urine,Constant Or Intermittent (Variant 2938)?,6,0,2,1,0
Blood In Urine,Does It Affect Daily Activities (Variant 2939)?,4,5,3,2,1
Blood In Urine,Any Emergency Warning Signs (Variant 2940)?,2,5,1,4,0
Swollen Lymph Nodes,Since How Many Days (Variant 2941)?,1,3,2,8,1
Swollen Lymph Nodes,"Mild, Moderate Or Severe (Variant 2942)?",8,2,3,0,0
Swollen Lymph Nodes,How Frequently Does It Occur (Variant 2943)?,3,4,1,7,1
Swollen Lymph Nodes,When Did It Start Worsening (Variant 2944)?,7,3,2,5,0
Swollen Lymph Nodes,Any Associated Symptoms Present (Variant 2945)?,0,5,3,3,1
Swollen Lymph Nodes,Triggered By Activity (Variant 2946)?,9,5,1,6,0
Swollen Lymph Nodes,Localized Or Widespread (Variant 2947)?,5,1,2,1,1
Swollen Lymph Nodes,Constant Or Intermittent (Variant 2948)?,6,0,3,2,0
Swollen Lymph Nodes,Does It Affect Daily Activities (Variant 2949)?,4,5,1,4,1
Swollen Lymph Nodes,Any Emergency Warning Signs (Variant 2950)?,2,5,2,8,0
Dry Mouth,Since How Many Days (Variant 2951)?,1,3,3,0,1
Dry Mouth,"Mild, Moderate Or Severe (Variant 2952)?",8,2,1,7,0
Dry Mouth,How Frequently Does It Occur (Variant 2953)?,3,4,2,5,1
Dry Mouth,When Did It Start Worsening (Variant 2954)?,7,3,3,3,0
Dry Mouth,Any Associated Symptoms Present (Variant 2955)?,0,5,1,6,1
Dry Mouth,Triggered By Activity (Variant 2956)?,9,5,2,1,0
Dry Mouth,Localized Or Widespread (Variant 2957)?,5,1,3,2,1
Dry Mouth,Constant Or Intermittent (Variant 2958)?,6,0,1,4,0
Dry Mouth,Does It Affect Daily Activities (Variant 2959)?,4,5,2,8,1
Dry Mouth,Any Emergency Warning Signs (Variant 2960)?,2,5,3,0,0
Mouth Ulcers,Since How Many Days (Variant 2961)?,1,3,1,7,1
Mouth Ulcers,"Mild, Moderate Or Severe (Variant 2962)?",8,2,2,5,0
Mouth Ulcers,How Frequently Does It Occur (Variant 2963)?,3,4,3,3,1
Mouth Ulcers,When Did It Start Worsening (Variant 2964)?,7,3,1,6,0
Mouth Ulcers,Any Associated Symptoms Present (Variant 2965)?,0,5,2,1,1
Mouth Ulcers,Triggered By Activity (Variant 2966)?,9,5,3,2,0
Mouth Ulcers,Localized Or Widespread (Variant 2967)?,5,1,1,4,1
Mouth Ulcers,Constant Or Intermittent (Variant 2968)?,6,0,2,8,0
Mouth Ulcers,Does It Affect Daily Activities (Variant 2969)?,4,5,3,0,1
Mouth Ulcers,Any Emergency Warning Signs (Variant 2970)?,2,5,1,7,0
Difficulty Swallowing,Since How Many Days (Variant 2971)?,1,3,2,5,1
Difficulty Swallowing,"Mild, Moderate Or Severe (Variant 2972)?",8,2,3,3,0
Difficulty Swallowing,How Frequently Does It Occur (Variant 2973)?,3,4,1,6,1
Difficulty Swallowing,When Did It Start Worsening (Variant 2974)?,7,3,2,1,0
Difficulty Swallowing,Any Associated Symptoms Present (Variant 2975)?,0,5,3,2,1
Difficulty Swallowing,Triggered By Activity (Variant 2976)?,9,5,1,4,0
Difficulty Swallowing,Localized Or Widespread (Variant 2977)?,5,1,2,8,1
Difficulty Swallowing,Constant Or Intermittent (Variant 2978)?,6,0,3,0,0
Difficulty Swallowing,Does It Affect Daily Activities (Variant 2979)?,4,5,1,7,1
Difficulty Swallowing,Any Emergency Warning Signs (Variant 2980)?,2,5,2,5,0
Cyanosis,Since How Many Days (Variant 2981)?,1,3,3,3,1
Cyanosis,"Mild, Moderate Or Severe (Variant 2982)?",8,2,1,6,0
Cyanosis,How Frequently Does It Occur (Variant 2983)?,3,4,2,1,1
Cyanosis,When Did It Start Worsening (Variant 2984)?,7,3,3,2,0
Cyanosis,Any Associated Symptoms Present (Variant 2985)?,0,5,1,4,1
Cyanosis,Triggered By Activity (Variant 2986)?,9,5,2,8,0
Cyanosis,Localized Or Widespread (Variant 2987)?,5,1,3,0,1
Cyanosis,Constant Or Intermittent (Variant 2988)?,6,0,1,7,0
Cyanosis,Does It Affect Daily Activities (Variant 2989)?,4,5,2,5,1
Cyanosis,Any Emergency Warning Signs (Variant 2990)?,2,5,3,3,0
Severe Bleeding,Since How Many Days (Variant 2991)?,1,3,1,6,1
Severe Bleeding,"Mild, Moderate Or Severe (Variant 2992)?",8,2,2,1,0
Severe Bleeding,How Frequently Does It Occur (Variant 2993)?,3,4,3,2,1
Severe Bleeding,When Did It Start Worsening (Variant 2994)?,7,3,1,4,0
Severe Bleeding,Any Associated Symptoms Present (Variant 2995)?,0,5,2,8,1
Severe Bleeding,Triggered By Activity (Variant 2996)?,9,5,3,0,0
Severe Bleeding,Localized Or Widespread (Variant 2997)?,5,1,1,7,1
Severe Bleeding,Constant Or Intermittent (Variant 2998)?,6,0,2,5,0
Severe Bleeding,Does It Affect Daily Activities (Variant 2999)?,4,5,3,3,1
Severe Bleeding,Any Emergency Warning Signs (Variant 3000)?,2,5,1,6,0
Fever,Since How Many Days (Variant 3001)?,1,3,2,8,1
Fever,"Mild, Moderate Or Severe (Variant 3002)?",8,2,3,0,0
Fever,How Frequently Does It Occur (Variant 3003)?,3,4,1,7,1
Fever,When Did It Start Worsening (Variant 3004)?,7,3,2,5,0
Fever,Any Associated Symptoms Present (Variant 3005)?,0,5,3,3,1
Fever,Triggered By Activity (Variant 3006)?,9,5,1,6,0
Fever,Localized Or Widespread (Variant 3007)?,5,1,2,1,1
Fever,Constant Or Intermittent (Variant 3008)?,6,0,3,2,0
Fever,Does It Affect Daily Activities (Variant 3009)?,4,5,1,4,1
Fever,Any Emergency Warning Signs (Variant 3010)?,2,5,2,8,0
Cough,Since How Many Days (Variant 3011)?,1,3,3,0,1
Cough,"Mild, Moderate Or Severe (Variant 3012)?",8,2,1,7,0
Cough,How Frequently Does It Occur (Variant 3013)?,3,4,2,5,1
Cough,When Did It Start Worsening (Variant 3014)?,7,3,3,3,0
Cough,Any Associated Symptoms Present (Variant 3015)?,0,5,1,6,1
Cough,Triggered By Activity (Variant 3016)?,9,5,2,1,0
Cough,Localized Or Widespread (Variant 3017)?,5,1,3,2,1
Cough,Constant Or Intermittent (Variant 3018)?,6,0,1,4,0
Cough,Does It Affect Daily Activities (Variant 3019)?,4,5,2,8,1
Cough,Any Emergency Warning Signs (Variant 3020)?,2,5,3,0,0
Fatigue,Since How Many Days (Variant 3021)?,1,3,1,7,1
Fatigue,"Mild, Moderate Or Severe (Variant 3022)?",8,2,2,5,0
Fatigue,How Frequently Does It Occur (Variant 3023)?,3,4,3,3,1
Fatigue,When Did It Start Worsening (Variant 3024)?,7,3,1,6,0
Fatigue,Any Associated Symptoms Present (Variant 3025)?,0,5,2,1,1
Fatigue,Triggered By Activity (Variant 3026)?,9,5,3,2,0
Fatigue,Localized Or Widespread (Variant 3027)?,5,1,1,4,1
Fatigue,Constant Or Intermittent (Variant 3028)?,6,0,2,8,0
Fatigue,Does It Affect Daily Activities (Variant 3029)?,4,5,3,0,1
Fatigue,Any Emergency Warning Signs (Variant 3030)?,2,5,1,7,0
Breathlessness,Since How Many Days (Variant 3031)?,1,3,2,5,1
Breathlessness,"Mild, Moderate Or Severe (Variant 3032)?",8,2,3,3,0
Breathlessness,How Frequently Does It Occur (Variant 3033)?,3,4,1,6,1
Breathlessness,When Did It Start Worsening (Variant 3034)?,7,3,2,1,0
Breathlessness,Any Associated Symptoms Present (Variant 3035)?,0,5,3,2,1
Breathlessness,Triggered By Activity (Variant 3036)?,9,5,1,4,0
Breathlessness,Localized Or Widespread (Variant 3037)?,5,1,2,8,1
Breathlessness,Constant Or Intermittent (Variant 3038)?,6,0,3,0,0
Breathlessness,Does It Affect Daily Activities (Variant 3039)?,4,5,1,7,1
Breathlessness,Any Emergency Warning Signs (Variant 3040)?,2,5,2,5,0
Chest Pain,Since How Many Days (Variant 3041)?,1,3,3,3,1
Chest Pain,"Mild, Moderate Or Severe (Variant 3042)?",8,2,1,6,0
Chest Pain,How Frequently Does It Occur (Variant 3043)?,3,4,2,1,1
Chest Pain,When Did It Start Worsening (Variant 3044)?,7,3,3,2,0
Chest Pain,Any Associated Symptoms Present (Variant 3045)?,0,5,1,4,1
Chest Pain,Triggered By Activity (Variant 3046)?,9,5,2,8,0
Chest Pain,Localized Or Widespread (Variant 3047)?,5,1,3,0,1
Chest Pain,Constant Or Intermittent (Variant 3048)?,6,0,1,7,0
Chest Pain,Does It Affect Daily Activities (Variant 3049)?,4,5,2,5,1
Chest Pain,Any Emergency Warning Signs (Variant 3050)?,2,5,3,3,0
Headache,Since How Many Days (Variant 3051)?,1,3,1,6,1
Headache,"Mild, Moderate Or Severe (Variant 3052)?",8,2,2,1,0
Headache,How Frequently Does It Occur (Variant 3053)?,3,4,3,2,1
Headache,When Did It Start Worsening (Variant 3054)?,7,3,1,4,0
Headache,Any Associated Symptoms Present (Variant 3055)?,0,5,2,8,1
Headache,Triggered By Activity (Variant 3056)?,9,5,3,0,0
Headache,Localized Or Widespread (Variant 3057)?,5,1,1,7,1
Headache,Constant Or Intermittent (Variant 3058)?,6,0,2,5,0
Headache,Does It Affect Daily Activities (Variant 3059)?,4,5,3,3,1
Headache,Any Emergency Warning Signs (Variant 3060)?,2,5,1,6,0
Dizziness,Since How Many Days (Variant 3061)?,1,3,2,1,1
Dizziness,"Mild, Moderate Or Severe (Variant 3062)?",8,2,3,2,0
Dizziness,How Frequently Does It Occur (Variant 3063)?,3,4,1,4,1
Dizziness,When Did It Start Worsening (Variant 3064)?,7,3,2,8,0
Dizziness,Any Associated Symptoms Present (Variant 3065)?,0,5,3,0,1
Dizziness,Triggered By Activity (Variant 3066)?,9,5,1,7,0
Dizziness,Localized Or Widespread (Variant 3067)?,5,1,2,5,1
Dizziness,Constant Or Intermittent (Variant 3068)?,6,0,3,3,0
Dizziness,Does It Affect Daily Activities (Variant 3069)?,4,5,1,6,1
Dizziness,Any Emergency Warning Signs (Variant 3070)?,2,5,2,1,0
Nausea,Since How Many Days (Variant 3071)?,1,3,3,2,1
Nausea,"Mild, Moderate Or Severe (Variant 3072)?",8,2,1,4,0
Nausea,How Frequently Does It Occur (Variant 3073)?,3,4,2,8,1
Nausea,When Did It Start Worsening (Variant 3074)?,7,3,3,0,0
Nausea,Any Associated Symptoms Present (Variant 3075)?,0,5,1,7,1
Nausea,Triggered By Activity (Variant 3076)?,9,5,2,5,0
Nausea,Localized Or Widespread (Variant 3077)?,5,1,3,3,1
Nausea,Constant Or Intermittent (Variant 3078)?,6,0,1,6,0
Nausea,Does It Affect Daily Activities (Variant 3079)?,4,5,2,1,1
Nausea,Any Emergency Warning Signs (Variant 3080)?,2,5,3,2,0
Vomiting,Since How Many Days (Variant 3081)?,1,3,1,4,1
Vomiting,"Mild, Moderate Or Severe (Variant 3082)?",8,2,2,8,0
Vomiting,How Frequently Does It Occur (Variant 3083)?,3,4,3,0,1
Vomiting,When Did It Start Worsening (Variant 3084)?,7,3,1,7,0
Vomiting,Any Associated Symptoms Present (Variant 3085)?,0,5,2,5,1
Vomiting,Triggered By Activity (Variant 3086)?,9,5,3,3,0
Vomiting,Localized Or Widespread (Variant 3087)?,5,1,1,6,1
Vomiting,Constant Or Intermittent (Variant 3088)?,6,0,2,1,0
Vomiting,Does It Affect Daily Activities (Variant 3089)?,4,5,3,2,1
Vomiting,Any Emergency Warning Signs (Variant 3090)?,2,5,1,4,0
Diarrhea,Since How Many Days (Variant 3091)?,1,3,2,8,1
Diarrhea,"Mild, Moderate Or Severe (Variant 3092)?",8,2,3,0,0
Diarrhea,How Frequently Does It Occur (Variant 3093)?,3,4,1,7,1
Diarrhea,When Did It Start Worsening (Variant 3094)?,7,3,2,5,0
Diarrhea,Any Associated Symptoms Present (Variant 3095)?,0,5,3,3,1
Diarrhea,Triggered By Activity (Variant 3096)?,9,5,1,6,0
Diarrhea,Localized Or Widespread (Variant 3097)?,5,1,2,1,1
Diarrhea,Constant Or Intermittent (Variant 3098)?,6,0,3,2,0
Diarrhea,Does It Affect Daily Activities (Variant 3099)?,4,5,1,4,1
Diarrhea,Any Emergency Warning Signs (Variant 3100)?,2,5,2,8,0
Constipation,Since How Many Days (Variant 3101)?,1,3,3,0,1
Constipation,"Mild, Moderate Or Severe (Variant 3102)?",8,2,1,7,0
Constipation,How Frequently Does It Occur (Variant 3103)?,3,4,2,5,1
Constipation,When Did It Start Worsening (Variant 3104)?,7,3,3,3,0
Constipation,Any Associated Symptoms Present (Variant 3105)?,0,5,1,6,1
Constipation,Triggered By Activity (Variant 3106)?,9,5,2,1,0
Constipation,Localized Or Widespread (Variant 3107)?,5,1,3,2,1
Constipation,Constant Or Intermittent (Variant 3108)?,6,0,1,4,0
Constipation,Does It Affect Daily Activities (Variant 3109)?,4,5,2,8,1
Constipation,Any Emergency Warning Signs (Variant 3110)?,2,5,3,0,0
Abdominal Pain,Since How Many Days (Variant 3111)?,1,3,1,7,1
Abdominal Pain,"Mild, Moderate Or Severe (Variant 3112)?",8,2,2,5,0
Abdominal Pain,How Frequently Does It Occur (Variant 3113)?,3,4,3,3,1
Abdominal Pain,When Did It Start Worsening (Variant 3114)?,7,3,1,6,0
Abdominal Pain,Any Associated Symptoms Present (Variant 3115)?,0,5,2,1,1
Abdominal Pain,Triggered By Activity (Variant 3116)?,9,5,3,2,0
Abdominal Pain,Localized Or Widespread (Variant 3117)?,5,1,1,4,1
Abdominal Pain,Constant Or Intermittent (Variant 3118)?,6,0,2,8,0
Abdominal Pain,Does It Affect Daily Activities (Variant 3119)?,4,5,3,0,1
Abdominal Pain,Any Emergency Warning Signs (Variant 3120)?,2,5,1,7,0
Back Pain,Since How Many Days (Variant 3121)?,1,3,2,5,1
Back Pain,"Mild, Moderate Or Severe (Variant 3122)?",8,2,3,3,0
Back Pain,How Frequently Does It Occur (Variant 3123)?,3,4,1,6,1
Back Pain,When Did It Start Worsening (Variant 3124)?,7,3,2,1,0
Back Pain,Any Associated Symptoms Present (Variant 3125)?,0,5,3,2,1
Back Pain,Triggered By Activity (Variant 3126)?,9,5,1,4,0
Back Pain,Localized Or Widespread (Variant 3127)?,5,1,2,8,1
Back Pain,Constant Or Intermittent (Variant 3128)?,6,0,3,0,0
Back Pain,Does It Affect Daily Activities (Variant 3129)?,4,5,1,7,1
Back Pain,Any Emergency Warning Signs (Variant 3130)?,2,5,2,5,0
Joint Pain,Since How Many Days (Variant 3131)?,1,3,3,3,1
Joint Pain,"Mild, Moderate Or Severe (Variant 3132)?",8,2,1,6,0
Joint Pain,How Frequently Does It Occur (Variant 3133)?,3,4,2,1,1
Joint Pain,When Did It Start Worsening (Variant 3134)?,7,3,3,2,0
Joint Pain,Any Associated Symptoms Present (Variant 3135)?,0,5,1,4,1
Joint Pain,Triggered By Activity (Variant 3136)?,9,5,2,8,0
Joint Pain,Localized Or Widespread (Variant 3137)?,5,1,3,0,1
Joint Pain,Constant Or Intermittent (Variant 3138)?,6,0,1,7,0
Joint Pain,Does It Affect Daily Activities (Variant 3139)?,4,5,2,5,1
Joint Pain,Any Emergency Warning Signs (Variant 3140)?,2,5,3,3,0
Muscle Pain,Since How Many Days (Variant 3141)?,1,3,1,6,1
Muscle Pain,"Mild, Moderate Or Severe (Variant 3142)?",8,2,2,1,0
Muscle Pain,How Frequently Does It Occur (Variant 3143)?,3,4,3,2,1
Muscle Pain,When Did It Start Worsening (Variant 3144)?,7,3,1,4,0
Muscle Pain,Any Associated Symptoms Present (Variant 3145)?,0,5,2,8,1
Muscle Pain,Triggered By Activity (Variant 3146)?,9,5,3,0,0
Muscle Pain,Localized Or Widespread (Variant 3147)?,5,1,1,7,1
Muscle Pain,Constant Or Intermittent (Variant 3148)?,6,0,2,5,0
Muscle Pain,Does It Affect Daily Activities (Variant 3149)?,4,5,3,3,1
Muscle Pain,Any Emergency Warning Signs (Variant 3150)?,2,5,1,6,0
Palpitations,Since How Many Days (Variant 3151)?,1,3,2,1,1
Palpitations,"Mild, Moderate Or Severe (Variant 3152)?",8,2,3,2,0
Palpitations,How Frequently Does It Occur (Variant 3153)?,3,4,1,4,1
Palpitations,When Did It Start Worsening (Variant 3154)?,7,3,2,8,0
Palpitations,Any Associated Symptoms Present (Variant 3155)?,0,5,3,0,1
Palpitations,Triggered By Activity (Variant 3156)?,9,5,1,7,0
Palpitations,Localized Or Widespread (Variant 3157)?,5,1,2,5,1
Palpitations,Constant Or Intermittent (Variant 3158)?,6,0,3,3,0
Palpitations,Does It Affect Daily Activities (Variant 3159)?,4,5,1,6,1
Palpitations,Any Emergency Warning Signs (Variant 3160)?,2,5,2,1,0
Leg Swelling,Since How Many Days (Variant 3161)?,1,3,3,2,1
Leg Swelling,"Mild, Moderate Or Severe (Variant 3162)?",8,2,1,4,0
Leg Swelling,How Frequently Does It Occur (Variant 3163)?,3,4,2,8,1
Leg Swelling,When Did It Start Worsening (Variant 3164)?,7,3,3,0,0
Leg Swelling,Any Associated Symptoms Present (Variant 3165)?,0,5,1,7,1
Leg Swelling,Triggered By Activity (Variant 3166)?,9,5,2,5,0
Leg Swelling,Localized Or Widespread (Variant 3167)?,5,1,3,3,1
Leg Swelling,Constant Or Intermittent (Variant 3168)?,6,0,1,6,0
Leg Swelling,Does It Affect Daily Activities (Variant 3169)?,4,5,2,1,1
Leg Swelling,Any Emergency Warning Signs (Variant 3170)?,2,5,3,2,0
Syncope,Since How Many Days (Variant 3171)?,1,3,1,4,1
Syncope,"Mild, Moderate Or Severe (Variant 3172)?",8,2,2,8,0
Syncope,How Frequently Does It Occur (Variant 3173)?,3,4,3,0,1
Syncope,When Did It Start Worsening (Variant 3174)?,7,3,1,7,0
Syncope,Any Associated Symptoms Present (Variant 3175)?,0,5,2,5,1
Syncope,Triggered By Activity (Variant 3176)?,9,5,3,3,0
Syncope,Localized Or Widespread (Variant 3177)?,5,1,1,6,1
Syncope,Constant Or Intermittent (Variant 3178)?,6,0,2,1,0
Syncope,Does It Affect Daily Activities (Variant 3179)?,4,5,3,2,1
Syncope,Any Emergency Warning Signs (Variant 3180)?,2,5,1,4,0
Wheezing,Since How Many Days (Variant 3181)?,1,3,2,8,1
