disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Migraine,0,19,23,3,9,25,Itching +  Skin Rash,"Fungal Infection, Osteoarthristis, Hepatitis A",6,7
Cervical Spondylosis,1,43,34,13,22,20,Itching +  Skin Rash,"Drug Reaction, Common Cold, Hepatitis A",9,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Chills +  Vomiting,"Malaria, Psoriasis, Pneumonia",6,7
Jaundice,15,42,21,46,13,31,Continuous Sneezing +  Shivering,"Allergy, Migraine, Heart Attack",4,7
Malaria,6,42,24,40,12,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Chicken Pox, Hepatitis E",2,7
Chicken Pox,15,35,21,24,13,12,Headache +  Chest Pain,"Hypertension , Diabetes , Heart Attack",6,7
Dengue,25,9,26,44,11,13,Muscle Weakness +  Stiff Neck,"Arthritis, Pneumonia, Diabetes",6,7
Typhoid,6,42,21,19,12,20,Itching +  Skin Rash,"Drug Reaction, Arthritis, Hypothyroidism",1,7
Hepatitis A,16,42,53,9,24,17,Itching +  Fatigue,"Hepatitis B, Typhoid, Chicken Pox",7,7
Hepatitis B,15,15,28,49,5,17,Fatigue +  Cough,"Bronchial Asthma, Hepatitis E, Heart Attack",9,7
Hepatitis C,11,47,33,25,36,9,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Varicose Veins, Osteoarthristis",5,7
Hepatitis D,16,42,21,49,5,20,Skin Rash +  Stomach Pain,"Drug Reaction, Fungal Infection, Arthritis",9,7
Hepatitis E,16,42,21,19,37,5,Fatigue +  Weight Gain,"Hypothyroidism, Paralysis (Brain Hemorrhage)",5,7
Alcoholic Hepatitis,29,47,0,42,7,14,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Osteoarthristis, Alcoholic Hepatitis",6,7
Tuberculosis,6,42,21,46,4,13,Fatigue +  Weight Loss,"Diabetes , Acne, Dengue",1,7
Common Cold,8,9,21,8,13,12,Skin Rash +  Pus Filled Pimples,"Acne, Hypertension , Cervical Spondylosis",4,7
Pneumonia,6,15,14,19,2,26,Fatigue +  Cough,"Bronchial Asthma, Hepatitis A, Hypothyroidism",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Arthritis, Fungal Infection",6,7
Heart Attack,29,6,45,6,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Chronic Cholestasis, Fungal Infection",0,7
Varicose Veins,11,12,8,30,33,28,Fatigue +  Weight Loss,"Diabetes , Chicken Pox, Alcoholic Hepatitis",0,7
Hypothyroidism,11,45,12,27,20,8,Continuous Sneezing +  Chills,"Common Cold, (Vertigo) Paroymsal  Positional Vertigo, Impetigo",6,7
Hyperthyroidism,11,24,52,34,30,7,Chills +  Vomiting,"Tuberculosis, Gastroenteritis, Hypoglycemia",0,7
Hypoglycemia,29,15,2,40,12,20,Skin Rash +  High Fever,"Impetigo, Aids, Hyperthyroidism",6,7
Osteoarthristis,16,26,27,20,31,22,Stomach Pain +  Acidity,"Gerd, Tuberculosis, Psoriasis",5,7
Arthritis,19,36,46,28,25,20,Acidity +  Indigestion,"Migraine, Hepatitis C, Osteoarthristis",7,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Vomiting +  Sweating,"Heart Attack, Peptic Ulcer Diseae, Gastroenteritis",7,7
Acne,25,31,3,35,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dimorphic Hemmorhoids(Piles), Gastroenteritis",5,7
Urinary Tract Infection,4,4,22,7,12,20,Fatigue +  Yellowish Skin,"Hepatitis C, Malaria, Chicken Pox",5,7
Psoriasis,25,20,42,36,27,15,Acidity +  Indigestion,"Migraine, Psoriasis, Gerd",2,7
Impetigo,25,18,4,33,35,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Typhoid, Cervical Spondylosis",7,7
Fungal Infection,15,35,35,11,12,20,Fatigue +  Weight Loss,"Diabetes , Aids, (Vertigo) Paroymsal  Positional Vertigo",5,7
Allergy,8,33,11,45,12,20,Vomiting +  Breathlessness,"Heart Attack, (Vertigo) Paroymsal  Positional Vertigo, Acne",4,7
Gerd,27,1,48,44,4,3,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Alcoholic Hepatitis, Bronchial Asthma",8,7
Chronic Cholestasis,15,42,53,29,21,0,Itching +  Skin Rash,"Fungal Infection, Chronic Cholestasis, Hepatitis D",6,7
Drug Reaction,15,35,44,5,28,20,Itching +  Vomiting,"Chronic Cholestasis, Alcoholic Hepatitis, Diabetes",2,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Chills +  Vomiting,"Malaria, Pneumonia, Tuberculosis",4,7
Aids,18,30,24,15,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Malaria, Acne",6,7
Diabetes,11,46,39,24,17,1,Skin Rash +  Pus Filled Pimples,"Acne, Chronic Cholestasis, Diabetes",1,7
Gastroenteritis,29,38,16,10,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Pneumonia, Common Cold",9,7
Bronchial Asthma,11,11,24,4,10,19,Skin Rash +  High Fever,"Impetigo, Common Cold, Hepatitis E",4,7
Hypertension,12,8,19,26,19,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Osteoarthristis, Chronic Cholestasis",4,7
Migraine,0,19,23,3,9,25,Headache +  Chest Pain,"Hypertension , Urinary Tract Infection, (Vertigo) Paroymsal  Positional Vertigo",6,7
Cervical Spondylosis,1,43,34,13,22,20,Vomiting +  High Fever,"Malaria, Typhoid, Aids",4,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Joint Pain +  Vomiting,"Hepatitis D, Peptic Ulcer Diseae, Bronchial Asthma",1,7
Jaundice,15,42,21,46,13,31,Fatigue +  Yellowish Skin,"Hepatitis C, Acne, (Vertigo) Paroymsal  Positional Vertigo",6,7
Malaria,6,42,24,40,12,20,Stomach Pain +  Acidity,"Gerd, Paralysis (Brain Hemorrhage), Psoriasis",6,7
Chicken Pox,15,35,21,24,13,12,Chills +  Fatigue,"Pneumonia, Malaria, Psoriasis",1,7
Dengue,25,9,26,44,11,13,Vomiting +  Fatigue,"Tuberculosis, Hypoglycemia, Pneumonia",8,7
Typhoid,6,42,21,19,12,20,Vomiting +  Breathlessness,"Heart Attack, Allergy",1,7
Hepatitis A,16,42,53,9,24,17,Acidity +  Indigestion,"Migraine, Aids, Paralysis (Brain Hemorrhage)",1,7
Hepatitis B,15,15,28,49,5,17,Vomiting +  Breathlessness,"Heart Attack, Peptic Ulcer Diseae, Paralysis (Brain Hemorrhage)",1,7
Hepatitis C,11,47,33,25,36,9,Skin Rash +  High Fever,"Impetigo, Hypertension , Malaria",0,7
Hepatitis D,16,42,21,49,5,20,Joint Pain +  Neck Pain,"Osteoarthristis, Hepatitis B, Migraine",0,7
Hepatitis E,16,42,21,19,37,5,Fatigue +  Weight Gain,"Hypothyroidism, Peptic Ulcer Diseae, Impetigo",7,7
Alcoholic Hepatitis,29,47,0,42,7,14,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Urinary Tract Infection, Hepatitis D",5,7
Tuberculosis,6,42,21,46,4,13,Chills +  Vomiting,"Tuberculosis, Paralysis (Brain Hemorrhage), Common Cold",0,7
Common Cold,8,9,21,8,13,12,Vomiting +  Breathlessness,"Heart Attack, Gastroenteritis, Psoriasis",9,7
Pneumonia,6,15,14,19,2,26,Headache +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Hypertension , Arthritis",4,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Itching +  Skin Rash,"Drug Reaction, Osteoarthristis, (Vertigo) Paroymsal  Positional Vertigo",2,7
Heart Attack,29,6,45,6,12,20,Vomiting +  Fatigue,"Hypoglycemia, Psoriasis, Paralysis (Brain Hemorrhage)",5,7
Varicose Veins,11,12,8,30,33,28,Vomiting +  Fatigue,"Hypoglycemia, Gerd, Hepatitis D",1,7
Hypothyroidism,11,45,12,27,20,8,Itching +  Vomiting,"Chronic Cholestasis, Chicken Pox, Varicose Veins",9,7
Hyperthyroidism,11,24,52,34,30,7,Headache +  Chest Pain,"Hypertension , Heart Attack, Alcoholic Hepatitis",3,7
Hypoglycemia,29,15,2,40,12,20,Headache +  Chest Pain,"Hypertension , Hepatitis E, (Vertigo) Paroymsal  Positional Vertigo",8,7
Osteoarthristis,16,26,27,20,31,22,Continuous Sneezing +  Shivering,"Allergy, Acne, Paralysis (Brain Hemorrhage)",2,7
Arthritis,19,36,46,28,25,20,Itching +  Fatigue,"Hepatitis B, Psoriasis, Chronic Cholestasis",4,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Hepatitis A, Hyperthyroidism",6,7
Acne,25,31,3,35,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Urinary Tract Infection, Migraine",0,7
Urinary Tract Infection,4,4,22,7,12,20,Joint Pain +  Neck Pain,"Osteoarthristis, Allergy, Psoriasis",1,7
Psoriasis,25,20,42,36,27,15,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Arthritis, Paralysis (Brain Hemorrhage)",6,7
Impetigo,25,18,4,33,35,20,Itching +  Vomiting,"Jaundice, Tuberculosis, Allergy",6,7
Fungal Infection,15,35,35,11,12,20,Fatigue +  Cold Hands And Feets,"Hypothyroidism, Peptic Ulcer Diseae",3,7
Allergy,8,33,11,45,12,20,Vomiting +  High Fever,"Malaria, Hepatitis D, Common Cold",7,7
Gerd,27,1,48,44,4,3,Itching +  Skin Rash,"Drug Reaction, Dimorphic Hemmorhoids(Piles), Urinary Tract Infection",5,7
Chronic Cholestasis,15,42,53,29,21,0,Fatigue +  Yellowish Skin,"Hepatitis C, Typhoid, Gerd",6,7
Drug Reaction,15,35,44,5,28,20,Itching +  Vomiting,"Jaundice, Arthritis",9,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis A, Alcoholic Hepatitis",4,7
Aids,18,30,24,15,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Aids",5,7
Diabetes,11,46,39,24,17,1,Joint Pain +  Skin Peeling,"Psoriasis, Typhoid, Gerd",9,7
Gastroenteritis,29,38,16,10,12,20,Continuous Sneezing +  Shivering,"Allergy, Hypoglycemia, Hepatitis C",1,7
Bronchial Asthma,11,11,24,4,10,19,Fatigue +  Weight Loss,"Diabetes , Varicose Veins, Tuberculosis",5,7
Hypertension,12,8,19,26,19,20,Acidity +  Indigestion,"Migraine, Osteoarthristis, Common Cold",3,7
Migraine,0,19,23,3,9,25,Vomiting +  Sunken Eyes,"Gastroenteritis, Hypertension",4,7
Cervical Spondylosis,1,43,34,13,22,20,Fatigue +  Cough,"Bronchial Asthma, Pneumonia, Hepatitis D",7,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Itching +  Skin Rash,"Fungal Infection, Drug Reaction, Chicken Pox",4,7
Jaundice,15,42,21,46,13,31,Chills +  Vomiting,"Tuberculosis, Dengue, Dimorphic Hemmorhoids(Piles)",2,7
Malaria,6,42,24,40,12,20,Skin Rash +  Chills,"Dengue, Peptic Ulcer Diseae, Hepatitis E",3,7
Chicken Pox,15,35,21,24,13,12,Fatigue +  Yellowish Skin,"Hepatitis C, (Vertigo) Paroymsal  Positional Vertigo, Arthritis",0,7
Dengue,25,9,26,44,11,13,Vomiting +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Dimorphic Hemmorhoids(Piles), Pneumonia",5,7
Typhoid,6,42,21,19,12,20,Chills +  Vomiting,"Tuberculosis, Acne, Common Cold",1,7
Hepatitis A,16,42,53,9,24,17,Muscle Wasting +  Patches In Throat,"Aids, Chicken Pox, Hepatitis B",9,7
Hepatitis B,15,15,28,49,5,17,Joint Pain +  Vomiting,"Hepatitis D, Fungal Infection, Aids",6,7
Hepatitis C,11,47,33,25,36,9,Joint Pain +  Vomiting,"Hepatitis E, Cervical Spondylosis, Impetigo",2,7
Hepatitis D,16,42,21,49,5,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Gerd, Dimorphic Hemmorhoids(Piles)",2,7
Hepatitis E,16,42,21,19,37,5,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Osteoarthristis, Chronic Cholestasis",4,7
Alcoholic Hepatitis,29,47,0,42,7,14,Continuous Sneezing +  Chills,"Common Cold, Dengue, Bronchial Asthma",9,7
Tuberculosis,6,42,21,46,4,13,Itching +  Fatigue,"Jaundice, Osteoarthristis, Paralysis (Brain Hemorrhage)",0,7
Common Cold,8,9,21,8,13,12,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Drug Reaction, Dimorphic Hemmorhoids(Piles)",6,7
Pneumonia,6,15,14,19,2,26,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis E, Psoriasis",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Skin Rash +  High Fever,"Impetigo, Hepatitis D, Typhoid",9,7
Heart Attack,29,6,45,6,12,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Hypoglycemia, Hepatitis B",1,7
Varicose Veins,11,12,8,30,33,28,Continuous Sneezing +  Chills,"Common Cold, Psoriasis, Dimorphic Hemmorhoids(Piles)",4,7
Hypothyroidism,11,45,12,27,20,8,Itching +  Skin Rash,"Chicken Pox, Gastroenteritis, Bronchial Asthma",6,7
Hyperthyroidism,11,24,52,34,30,7,Chills +  Vomiting,"Tuberculosis, Gastroenteritis, Hypoglycemia",5,7
Hypoglycemia,29,15,2,40,12,20,Joint Pain +  Neck Pain,"Osteoarthristis, Hypoglycemia, (Vertigo) Paroymsal  Positional Vertigo",5,7
Osteoarthristis,16,26,27,20,31,22,Acidity +  Indigestion,"Migraine, Urinary Tract Infection, Varicose Veins",5,7
Arthritis,19,36,46,28,25,20,Itching +  Skin Rash,"Fungal Infection, Impetigo, Psoriasis",0,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Skin Rash +  High Fever,"Impetigo, Hepatitis C, Hepatitis A",4,7
Acne,25,31,3,35,12,20,Stomach Pain +  Acidity,"Gerd, Fungal Infection, Diabetes",0,7
Urinary Tract Infection,4,4,22,7,12,20,Continuous Sneezing +  Shivering,"Allergy, Migraine, Heart Attack",2,7
Psoriasis,25,20,42,36,27,15,Vomiting +  Sunken Eyes,"Gastroenteritis, Gerd, Dimorphic Hemmorhoids(Piles)",1,7
Impetigo,25,18,4,33,35,20,Vomiting +  Sunken Eyes,"Gastroenteritis, (Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",4,7
Fungal Infection,15,35,35,11,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Pneumonia, Hyperthyroidism",6,7
Allergy,8,33,11,45,12,20,Constipation +  Pain In Anal Region,"Dimorphic Hemmorhoids(Piles), Tuberculosis, Hypertension",0,7
Gerd,27,1,48,44,4,3,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis A, Alcoholic Hepatitis",7,7
Chronic Cholestasis,15,42,53,29,21,0,Fatigue +  Weight Gain,"Hypothyroidism, Bronchial Asthma, Gerd",3,7
Drug Reaction,15,35,44,5,28,20,Skin Rash +  Chills,"Dengue, Malaria",9,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Jaundice, Chronic Cholestasis",0,7
Aids,18,30,24,15,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Bronchial Asthma, Diabetes",6,7
Diabetes,11,46,39,24,17,1,Fatigue +  Weight Loss,"Diabetes , Chicken Pox, Hypoglycemia",4,7
Gastroenteritis,29,38,16,10,12,20,Fatigue +  Cough,"Bronchial Asthma, Hypoglycemia, Hypertension",5,7
Bronchial Asthma,11,11,24,4,10,19,Chills +  Vomiting,"Tuberculosis, Hepatitis D, Hypothyroidism",6,7
Hypertension,12,8,19,26,19,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Gerd, Hypothyroidism",5,7
Migraine,0,19,23,3,9,25,Skin Rash +  Blister,"Impetigo, Aids, Fungal Infection",1,7
Cervical Spondylosis,1,43,34,13,22,20,Itching +  Vomiting,"Jaundice, Pneumonia, Alcoholic Hepatitis",0,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Fatigue +  Cough,"Bronchial Asthma, Tuberculosis",8,7
Jaundice,15,42,21,46,13,31,Continuous Sneezing +  Chills,"Common Cold, Drug Reaction, Aids",0,7
Malaria,6,42,24,40,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Pneumonia, Malaria",5,7
Chicken Pox,15,35,21,24,13,12,Skin Rash +  Joint Pain,"Psoriasis, Paralysis (Brain Hemorrhage), Diabetes",2,7
Dengue,25,9,26,44,11,13,Itching +  Vomiting,"Jaundice, Hepatitis E, Bronchial Asthma",5,7
Typhoid,6,42,21,19,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Osteoarthristis, Impetigo",5,7
Hepatitis A,16,42,53,9,24,17,Fatigue +  Cough,"Bronchial Asthma, Hypoglycemia, Hypertension",5,7
Hepatitis B,15,15,28,49,5,17,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Gastroenteritis, Drug Reaction",0,7
Hepatitis C,11,47,33,25,36,9,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Pneumonia, Aids",5,7
Hepatitis D,16,42,21,49,5,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hepatitis A",1,7
Hepatitis E,16,42,21,19,37,5,Acidity +  Headache,"Migraine, Hepatitis B, Hepatitis C",4,7
Alcoholic Hepatitis,29,47,0,42,7,14,Headache +  Chest Pain,"Hypertension , Dengue, Common Cold",4,7
Tuberculosis,6,42,21,46,4,13,Continuous Sneezing +  Chills,"Common Cold, Osteoarthristis, Malaria",7,7
Common Cold,8,9,21,8,13,12,Skin Rash +  Chills,"Dengue, Hypertension , (Vertigo) Paroymsal  Positional Vertigo",6,7
Pneumonia,6,15,14,19,2,26,Vomiting +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Fungal Infection",0,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Joint Pain +  Knee Pain,"Osteoarthristis, Hypertension , Jaundice",5,7
Heart Attack,29,6,45,6,12,20,Acidity +  Indigestion,"Migraine, Hepatitis E, Dimorphic Hemmorhoids(Piles)",5,7
Varicose Veins,11,12,8,30,33,28,Fatigue +  Cramps,"Varicose Veins, Acne, Drug Reaction",6,7
Hypothyroidism,11,45,12,27,20,8,Skin Rash +  Pus Filled Pimples,"Acne, Migraine, Hepatitis E",5,7
Hyperthyroidism,11,24,52,34,30,7,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Drug Reaction, Urinary Tract Infection",9,7
Hypoglycemia,29,15,2,40,12,20,Headache +  Dizziness,"Hypertension , Hepatitis E, Fungal Infection",6,7
Osteoarthristis,16,26,27,20,31,22,Skin Rash +  Blackheads,"Acne, Varicose Veins, Gerd",7,7
Arthritis,19,36,46,28,25,20,Fatigue +  Yellowish Skin,"Hepatitis C, Aids, Tuberculosis",2,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Acidity +  Indigestion,"Migraine, Urinary Tract Infection, Hypoglycemia",5,7
Acne,25,31,3,35,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Migraine, (Vertigo) Paroymsal  Positional Vertigo",5,7
Urinary Tract Infection,4,4,22,7,12,20,Itching +  Vomiting,"Chronic Cholestasis, Arthritis, Hypoglycemia",0,7
Psoriasis,25,20,42,36,27,15,Joint Pain +  Yellowish Skin,"Hepatitis A, Jaundice, Fungal Infection",7,7
Impetigo,25,18,4,33,35,20,Joint Pain +  Vomiting,"Hepatitis E, Psoriasis",2,7
Fungal Infection,15,35,35,11,12,20,Itching +  Vomiting,"Jaundice, Drug Reaction, Paralysis (Brain Hemorrhage)",3,7
Allergy,8,33,11,45,12,20,Itching +  Yellowish Skin,"Chronic Cholestasis, Malaria, Hepatitis E",1,7
Gerd,27,1,48,44,4,3,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Acne, Aids",7,7
Chronic Cholestasis,15,42,53,29,21,0,Chills +  Vomiting,"Typhoid, Paralysis (Brain Hemorrhage), Arthritis",5,7
Drug Reaction,15,35,44,5,28,20,Chills +  Fatigue,"Pneumonia, Osteoarthristis, Malaria",0,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Yellowish Skin,"Chronic Cholestasis, Malaria, Gastroenteritis",0,7
Aids,18,30,24,15,12,20,Itching +  Skin Rash,"Drug Reaction, Migraine, Bronchial Asthma",1,7
Diabetes,11,46,39,24,17,1,Vomiting +  Loss Of Appetite,"Peptic Ulcer Diseae, Bronchial Asthma, Acne",5,7
Gastroenteritis,29,38,16,10,12,20,Chills +  Fatigue,"Common Cold, Arthritis, Chicken Pox",3,7
Bronchial Asthma,11,11,24,4,10,19,Itching +  Vomiting,"Chronic Cholestasis, Arthritis, Chicken Pox",8,7
Hypertension,12,8,19,26,19,20,Skin Rash +  Joint Pain,"Dengue, Hepatitis D, Common Cold",8,7
Migraine,0,19,23,3,9,25,Skin Rash +  Joint Pain,"Psoriasis, Varicose Veins, Cervical Spondylosis",5,7
Cervical Spondylosis,1,43,34,13,22,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Heart Attack, Fungal Infection",0,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Muscle Wasting +  Patches In Throat,"Aids, Diabetes , Migraine",8,7
Jaundice,15,42,21,46,13,31,Muscle Weakness +  Stiff Neck,"Arthritis, Hepatitis D, Migraine",6,7
Malaria,6,42,24,40,12,20,Muscle Weakness +  Stiff Neck,"Arthritis, Bronchial Asthma, Dimorphic Hemmorhoids(Piles)",6,7
Chicken Pox,15,35,21,24,13,12,Stomach Pain +  Ulcers On Tongue,"Gerd, Dengue, Cervical Spondylosis",0,7
Dengue,25,9,26,44,11,13,Fatigue +  Weight Loss,"Diabetes , Dengue",3,7
Typhoid,6,42,21,19,12,20,Skin Rash +  Joint Pain,"Psoriasis, Tuberculosis",2,7
Hepatitis A,16,42,53,9,24,17,Muscle Wasting +  Patches In Throat,"Aids, Hepatitis C, Fungal Infection",3,7
Hepatitis B,15,15,28,49,5,17,Joint Pain +  Vomiting,"Hepatitis A, Heart Attack, Hepatitis B",1,7
Hepatitis C,11,47,33,25,36,9,Skin Rash +  Pus Filled Pimples,"Acne, Chronic Cholestasis, Hyperthyroidism",3,7
Hepatitis D,16,42,21,49,5,20,Continuous Sneezing +  Chills,"Common Cold, Varicose Veins, Drug Reaction",4,7
Hepatitis E,16,42,21,19,37,5,Itching +  Skin Rash,"Drug Reaction, Jaundice, Tuberculosis",7,7
Alcoholic Hepatitis,29,47,0,42,7,14,Fatigue +  Cramps,"Varicose Veins, Tuberculosis, (Vertigo) Paroymsal  Positional Vertigo",5,7
Tuberculosis,6,42,21,46,4,13,Vomiting +  Breathlessness,"Heart Attack, Acne, Cervical Spondylosis",8,7
Common Cold,8,9,21,8,13,12,Continuous Sneezing +  Fatigue,"Common Cold, Hypothyroidism, Aids",1,7
Pneumonia,6,15,14,19,2,26,Fatigue +  Yellowish Skin,"Hepatitis C, Cervical Spondylosis, Diabetes",4,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Itching +  Vomiting,"Chronic Cholestasis, Gerd, Diabetes",7,7
Heart Attack,29,6,45,6,12,20,Fatigue +  Weight Gain,"Hypothyroidism, Peptic Ulcer Diseae, Cervical Spondylosis",7,7
Varicose Veins,11,12,8,30,33,28,Muscle Weakness +  Stiff Neck,"Arthritis, Diabetes , Allergy",5,7
Hypothyroidism,11,45,12,27,20,8,Acidity +  Indigestion,"Migraine, Acne, Aids",6,7
Hyperthyroidism,11,24,52,34,30,7,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Heart Attack, Hypothyroidism",5,7
Hypoglycemia,29,15,2,40,12,20,Itching +  Skin Rash,"Fungal Infection, Common Cold, Hepatitis A",4,7
Osteoarthristis,16,26,27,20,31,22,Joint Pain +  Vomiting,"Hepatitis A, Paralysis (Brain Hemorrhage), Alcoholic Hepatitis",9,7
Arthritis,19,36,46,28,25,20,Vomiting +  Breathlessness,"Heart Attack, Hypoglycemia, Hepatitis C",9,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Fatigue +  Yellowish Skin,"Hepatitis C, Cervical Spondylosis, Tuberculosis",1,7
Acne,25,31,3,35,12,20,Cough +  High Fever,"Bronchial Asthma, Hepatitis C, Tuberculosis",0,7
Urinary Tract Infection,4,4,22,7,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Varicose Veins, Dengue",9,7
Impetigo,25,18,4,33,35,20,Itching +  Skin Rash,"Chicken Pox, Tuberculosis, Dimorphic Hemmorhoids(Piles)",5,7
Fungal Infection,15,35,35,11,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dimorphic Hemmorhoids(Piles), Acne",3,7
Allergy,8,33,11,45,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Bronchial Asthma, Aids",6,7
Gerd,27,1,48,44,4,3,Fatigue +  High Fever,"Bronchial Asthma, Acne, Hepatitis D",6,7
Chronic Cholestasis,15,42,53,29,21,0,Constipation +  Pain In Anal Region,"Dimorphic Hemmorhoids(Piles), Hepatitis D, Impetigo",3,7
Drug Reaction,15,35,44,5,28,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Drug Reaction, Heart Attack",0,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Typhoid",5,7
Aids,18,30,24,15,12,20,Skin Rash +  High Fever,"Impetigo, Jaundice, Gastroenteritis",5,7
Diabetes,11,46,39,24,17,1,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Hepatitis C, Bronchial Asthma",6,7
Gastroenteritis,29,38,16,10,12,20,Skin Rash +  Blackheads,"Acne, (Vertigo) Paroymsal  Positional Vertigo, Hyperthyroidism",5,7
Bronchial Asthma,11,11,24,4,10,19,Chills +  Vomiting,"Typhoid, Dimorphic Hemmorhoids(Piles), Tuberculosis",4,7
Hypertension,12,8,19,26,19,20,Itching +  Skin Rash,"Chicken Pox, Hepatitis C, Impetigo",9,7
Migraine,0,19,23,3,9,25,Vomiting +  Fatigue,"Tuberculosis, Alcoholic Hepatitis, (Vertigo) Paroymsal  Positional Vertigo",1,7
Cervical Spondylosis,1,43,34,13,22,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Hyperthyroidism, Hepatitis D",3,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Itching +  Fatigue,"Hepatitis B, Heart Attack, Malaria",5,7
Jaundice,15,42,21,46,13,31,Joint Pain +  Vomiting,"Hepatitis A, Malaria, Migraine",1,7
